userid,college,status
wgonzaleska,University of Alabama,waitlisted
msherbourne10,Kalamazoo College,pending
jcharlwoodao,Siena College,withdrawn
grichardonql,Iona College,accepted
jdaymentgn,University of Arkansas,pending
jlurnerj5,Centre College,deferred
aspehrq4,University of Arizona,waitlisted
granklingy,SUNY College of Environmental Science and Forestry,withdrawn
wfoort8e,Mississippi State University,pending
atetherf5,Lawrence Technological University,withdrawn
dduddyg5,Kennesaw State University,denied
apachecojl,Fordham University,deferred
ljanjusevico8,Mississippi State University,withdrawn
rtowsdi,Drake University,denied
gsillsd9,Fordham University,withdrawn
ktudgay8v,Berry College,denied
smccuddennh,Siena College,deferred
cprescotha,"University of California, Santa Barbara",waitlisted
lsutherelt,Fordham University,accepted
mdyetip,Kennesaw State University,pending
pvaneedene7,University of Alabama,withdrawn
nlucchij7,Rider University,denied
ljanjusevico8,University of Utah,accepted
lwatmoughf8,University of Maine,waitlisted
mplumbca,Salve Regina University,deferred
mgert6h,University of San Diego,denied
hmarczykek,"University of Nevada, Reno",pending
mkrebso2,Reed College,denied
wgiabucci2v,DePauw University,withdrawn
sgermanij,Campbell University,deferred
llahertyd6,Kalamazoo College,deferred
rackensonkn,Campbell University,deferred
thefferank,University of Utah,denied
prooze11,New York University,pending
rgheerhaertju,University of Richmond,accepted
cneighbour1u,Moravian College,waitlisted
tgrissbu,Texas Tech University,waitlisted
kcogginau,Gettysburg College,deferred
jrotham7b,Drake University,deferred
pvaneedene7,"University of California, Davis",denied
fhordle30,Drexel University,deferred
bgunderson47,Eastern Illinois University,withdrawn
srochewellir,Princeton University,waitlisted
urissom5i,DePauw University,pending
edatono9,Fordham University,waitlisted
pchevolleau5m,Clarkson University,withdrawn
gcroncheyie,Franklin & Marshall College,pending
obatesonjk,Kalamazoo College,denied
csitlintonlt,Rochester Institute of Technology,deferred
dhaconbq,Central Connecticut State University,denied
mlingke,"University of Nevada, Reno",pending
elaurentygk,Illinois College,deferred
mdoiley1m,North Park University,denied
etrunbyf,Reed College,withdrawn
inabarro1l,Eastern Illinois University,deferred
lwaterstonefj,Drake University,accepted
esellerkh,Gettysburg College,deferred
wbrownsallbj,"University of California, Santa Cruz",denied
dduseyod,Texas Christian University,denied
soleahy8q,"University of Nevada, Las Vegas",pending
cmosconkq,Moravian College,pending
kvarnalsl4,"University of California, Santa Barbara",accepted
aowensony,Reed College,accepted
colenikov8k,University of Richmond,denied
tkleiser6p,University of Arizona,denied
rhandscombedj,"University of California, Davis",pending
gtaylderej,University of Montana,waitlisted
kroust1r,North Park University,denied
slongwoodbg,Smith College,withdrawn
kphilliskirkrl,St Bonaventure University,denied
bdesimoniba,University of Hartford,deferred
omallatratt7d,"University of California, Davis",deferred
csenettdn,"University of California, Santa Cruz",pending
rtoffanellini,University of Kentucky,deferred
cmosconkq,Colorado College,withdrawn
rheake53,"California State University, East Bay",accepted
gstobbartm5,Hope College,withdrawn
hfavelleoq,Fordham University,accepted
jtippettsi,Rochester Institute of Technology,waitlisted
amaccallisternq,Salve Regina University,denied
loguzi2,Wagner College,withdrawn
kaggas2b,University of Utah,waitlisted
psheptones,Campbell University,withdrawn
leatonaf,Colgate University,pending
wscoughq1,Samford University,waitlisted
jdavleygi,Carnegie Mellon University,pending
gconwellef,Mississippi State University,waitlisted
lfairhamkv,University of Illinois at Chicago,pending
afranktonb3,Stevenson University,denied
gstobbartm5,Missouri University of Science and Technology,deferred
scasalettoal,"California State University, Fresno",waitlisted
cplastown2,Suffolk University,pending
aleonardi9e,Indiana University Bloomington,accepted
gdonnersberggc,"University of Nevada, Las Vegas",withdrawn
cmalans,Texas Tech University,pending
omallatratt7d,Massachusetts Institute of Technology,deferred
bpritchittme,Mount Holyoke College,pending
bscrivener5w,Berry College,accepted
mdyetip,Colgate University,pending
labbetshh,Samford University,withdrawn
jbuttruml2,University of Montana,accepted
bkoppked1,Roger Williams University,deferred
kbulledkz,Fordham University,waitlisted
jtipler3k,Utah State University,withdrawn
slacy9w,Merrimack College,pending
tjeaffresonmc,Franklin & Marshall College,waitlisted
kcotter2z,St Bonaventure University,pending
mgresswellat,Reed College,withdrawn
upetraccina,Colgate University,denied
ksadgrove8i,Campbell University,denied
gcogarpj,DePauw University,denied
cbruinemanoy,DePaul University,deferred
isymesjq,"University of California, Santa Cruz",denied
cmacbane6,Barnard College,denied
snys9c,Drake University,withdrawn
prooze11,Rider University,pending
fkeightley8h,Iona College,denied
tgrzelakli,Smith College,accepted
cmacbane6,Rochester Institute of Technology,withdrawn
bpedrielli6n,Westmont College,waitlisted
nraglesa2,University of Montana,deferred
pautonh3,Utah State University,accepted
kpetraitisko,William Jewell College,denied
wbrownsallbj,New York University,accepted
jcheavinlo,University of Kentucky,withdrawn
lblanningpd,William Jewell College,withdrawn
kstorey99,William Jewell College,deferred
mmisklm,University of Richmond,deferred
nspleving8b,Texas Christian University,denied
gsavegehv,Central Connecticut State University,denied
tgrissbu,Eastern Illinois University,withdrawn
enutting3f,American University,pending
adavidoviczqj,Utah State University,pending
vheigl3b,School of the Art Institute of Chicago,denied
mdewolfeab,Illinois College,deferred
gdaglishpo,"California State University, Fresno",pending
gparelloe,University of Hartford,accepted
mmonaghan8,New Jersey Institute of Technology,denied
bcarlettqk,Roger Williams University,accepted
rambroix7m,Eastern Washington University,deferred
jkoeppke6g,John Carroll University,accepted
dmattevill,Vassar College,withdrawn
jandreacciohs,Siena College,withdrawn
dcancellariolr,Barnard College,accepted
tbrandinqt,New York University,pending
csenettdn,Stony Brook University,denied
tkiefer6c,Samford University,pending
kdyte4t,Suffolk University,denied
ryeendby,Gettysburg College,withdrawn
jdavleygi,Washington & Jefferson College,accepted
lschohier2u,Gettysburg College,deferred
lgiddensey,"University of California, Santa Barbara",withdrawn
mroffey78,Stony Brook University,withdrawn
acutressix,University of Kentucky,pending
jcursons41,Eastern Washington University,deferred
pmace5h,Drexel University,pending
jkarpfr4,University of Alabama,withdrawn
cdrinankk,Drexel University,deferred
ecooneyhx,Lawrence Technological University,accepted
kcogginau,Eastern Illinois University,denied
sscolefc,University of Houston,withdrawn
rclericoates2r,University of Alabama,accepted
ncervantespv,Indiana University Bloomington,waitlisted
trettiema,DePaul University,denied
pjester,Mississippi State University,accepted
bseilmannda,St Bonaventure University,deferred
kdyte4t,Westmont College,pending
kkroutmm,"California State University, East Bay",accepted
vheigl3b,Williams College,waitlisted
sscolefc,University of Montana,deferred
hsmethurst93,DePaul University,withdrawn
lfardellh0,University of Maine,accepted
mstanclifferd,University of Montana,denied
kdovydenasqf,University of Delaware,denied
rclemmey46,The College of St Scholastica,withdrawn
ejosephsenpg,"University of Nevada, Las Vegas",accepted
lfilipponeaz,"University of California, Santa Barbara",deferred
smarriagedx,University of Illinois at Chicago,accepted
wtitmuss2w,Berry College,pending
bfairbournbm,University of Maine,waitlisted
olabdon2k,New York University,pending
kvarnalsl4,Stevenson University,withdrawn
astorrockbc,Hendrix College,withdrawn
shappsm0,"University of Nevada, Reno",denied
norteltgf,Illinois College,withdrawn
cschutte6f,"California State University, Fresno",pending
nelstuba,University of Maine,denied
dgoringj8,Iona College,waitlisted
rabdeya7,Mississippi State University,accepted
soleahy8q,Iona College,accepted
tchastan7o,University of Montana,deferred
ksalliern9,Texas Christian University,pending
khodgin3e,Eastern Illinois University,denied
rbrydonj6,Rochester Institute of Technology,waitlisted
mcawkwellmj,Hendrix College,accepted
sderislya9,Franklin & Marshall College,denied
cpierson4q,Siena College,pending
hmclernonfx,Rice University,waitlisted
dlaurencot8r,Nova Southeastern University,denied
jcheavinlo,Fordham University,denied
rbrowell4z,Hope College,withdrawn
padin65,Merrimack College,deferred
pmaharey12,North Park University,pending
padin65,William Jewell College,denied
bludlow2o,University of San Diego,pending
hhillbornef9,Wagner College,deferred
lgiddensey,New Jersey Institute of Technology,accepted
egonthardjx,Clarkson University,pending
amaccallisternq,Reed College,denied
rbrowell4z,St Bonaventure University,deferred
asmidmore54,"University of Nevada, Reno",deferred
gseedsb0,Berry College,accepted
fprobettsac,University of Hartford,withdrawn
kvarnalsl4,Franklin & Marshall College,withdrawn
jschneidar3z,North Park University,deferred
tstiggles26,St Bonaventure University,waitlisted
hsneppbx,Centre College,pending
dstuddqr,Massachusetts Institute of Technology,pending
gmulvihillhr,Smith College,deferred
gireson5d,Gordon College,pending
bchesshyreer,Colorado College,denied
slabastida1,School of the Art Institute of Chicago,withdrawn
kaveriesai,Smith College,denied
ttanslie7s,Westmont College,accepted
cprisen4,St Bonaventure University,withdrawn
alatoura5,Eastern Washington University,withdrawn
amattkegb,DePaul University,waitlisted
nraglesa2,University of Maine,pending
mshellard5j,Berry College,accepted
gpeiroi0,Kennesaw State University,denied
jorgen5s,Fordham University,deferred
gsavegehv,Vassar College,withdrawn
bclearyeo,Saint Louis University,deferred
mmcasgillpn,Reed College,denied
mmosco6e,Missouri University of Science and Technology,waitlisted
hivanin8l,Manhattan College,deferred
scasalettoal,John Carroll University,pending
tkummerlowepw,Westmont College,waitlisted
rchevolleau43,Williams College,denied
jthainj,The College of St Scholastica,waitlisted
gattreedfz,Campbell University,withdrawn
ciashviliky,Central Connecticut State University,withdrawn
rabdeya7,"University of California, Davis",waitlisted
cbellinooo,Hope College,accepted
agillesonm1,School of the Art Institute of Chicago,accepted
gpayley6q,University of Hartford,accepted
rlarkworthyo6,Eastern Washington University,pending
dcancellariolr,Suffolk University,deferred
mreadwinglh,Mount Holyoke College,waitlisted
mtubblenk,Indiana University Bloomington,deferred
hsneppbx,Siena College,pending
afranzonellopy,Rider University,accepted
bocheltree36,University of Alabama at Birmingham,denied
adingle57,Smith College,denied
fpllucc,Gettysburg College,pending
awoodalld0,Providence College,pending
gcogarpj,Drake University,waitlisted
apicardam,"University of California, Davis",waitlisted
clewty6d,Massachusetts Institute of Technology,deferred
loguzi2,Eastern Washington University,denied
wgonzaleska,University of Alabama,denied
jvankovl1,Salve Regina University,pending
arembrandtnd,Smith College,pending
bkyte8f,Franklin & Marshall College,pending
gcroncheyie,Franklin & Marshall College,deferred
agillesonm1,"University of California, Santa Cruz",accepted
jcharlwoodao,Lawrence Technological University,withdrawn
rtolhurst3q,Centre College,accepted
tnewcomelp,Rider University,waitlisted
cspightfm,Texas Christian University,accepted
hcorbetfn,University of Richmond,pending
rdraijerd4,Lawrence Technological University,deferred
vhubbinsmh,Colgate University,withdrawn
rtoffanellini,John Carroll University,deferred
hteschecy,Texas Christian University,deferred
bfettiplacekl,"University of California, Santa Cruz",waitlisted
gmogenotoz,San Diego State University,withdrawn
abasscf,Lawrence Technological University,withdrawn
bwitardiz,School of the Art Institute of Chicago,waitlisted
cwythillg2,"University of Nevada, Reno",accepted
lsutherelt,"California State University, Monterey Bay",accepted
kdyte4t,Manhattan College,accepted
cisaacsondc,Princeton University,denied
