userid,college,status
tswannie1o,Westmont College,accepted
dbloxamqp,Mount Holyoke College,withdrawn
kaveriesai,American University,accepted
ccorrettan,University of San Diego,withdrawn
hmclernonfx,Idaho State University,withdrawn
loguzi2,Illinois College,withdrawn
cspightfm,Salve Regina University,pending
gledingtonhy,University of Houston,pending
jdesbrowlb,Gannon University,accepted
gpayley6q,New York University,waitlisted
dmattevill,Gannon University,withdrawn
ciashviliky,Franklin & Marshall College,pending
igeockleqw,University of Montana,deferred
flightbourn70,University of San Diego,denied
tfeltennp,Gettysburg College,deferred
gstobbartm5,Saint Louis University,accepted
alukesch87,Westmont College,deferred
hcorbetfn,William Jewell College,denied
jgeelanfq,Stony Brook University,withdrawn
tstiggles26,Indiana University Bloomington,deferred
vheigl3b,American University,pending
amaccallisternq,Florida Gulf Coast University,withdrawn
jbernakiewiczcs,Texas Tech University,deferred
fpllucc,New York University,waitlisted
cbaalhamj2,Vassar College,pending
ebilesd3,University of Richmond,withdrawn
slabonqa,Campbell University,denied
grayerax,Gannon University,pending
cbeggini59,University of Massachusetts Amherst,deferred
tgrissbu,Rice University,withdrawn
efennerbn,Siena College,denied
dhindenbergerq,DePaul University,denied
jvarney4n,University of Maine,withdrawn
fmolenhg,Moravian College,deferred
pmedfordpf,John Carroll University,withdrawn
jwitterl8,"University of California, Santa Cruz",denied
ahadigatejg,Smith College,deferred
btredgolda3,Suffolk University,withdrawn
prooze11,University of Illinois at Chicago,withdrawn
adanelutti5b,University of Kentucky,waitlisted
eantwisrf,New York University,accepted
ageipel17,Berry College,deferred
agoldup9r,"University of California, Santa Cruz",deferred
vrolin71,Mercer University,deferred
asollarsea,Texas Christian University,deferred
bscrivener5w,Clarkson University,denied
mdewolfeab,School of the Art Institute of Chicago,withdrawn
cgernerny,Wagner College,denied
mnansom5v,Princeton University,pending
pbardillfu,University of Houston,pending
bseilmannda,"University of California, Santa Cruz",denied
grigtsc1,Campbell University,accepted
agrzeszczykfw,Suffolk University,pending
pbuckbee1k,Eastern Illinois University,waitlisted
caymeri3,DePauw University,withdrawn
marrbt,Illinois College,accepted
adarkec5,"University of California, Santa Cruz",accepted
lenzley31,Rochester Institute of Technology,accepted
alambdonib,Illinois College,denied
kmaryanap,Vassar College,waitlisted
sbanaszczyk2h,Central Connecticut State University,withdrawn
mcellone7g,Mississippi State University,denied
bamayaeb,Smith College,pending
bdomenyhm,Williams College,waitlisted
jdesbrowlb,Smith College,waitlisted
bmurgatroydmv,Stony Brook University,deferred
agillesonm1,Utah State University,deferred
kharlockmp,Lawrence Technological University,denied
mtubblenk,Siena College,denied
sstaner3c,University of Arkansas,denied
kkinavana4,Mercer University,deferred
hmarczykek,Indiana University Bloomington,deferred
lsearlhj,Massachusetts Institute of Technology,waitlisted
msudlow55,University of Montana,denied
athistletondp,Temple University,pending
wglynnebs,Nova Southeastern University,accepted
smarriagedx,San Diego State University,denied
aputtrelldw,Saint Louis University,accepted
zroelofsenkd,Lawrence Technological University,denied
hraschcw,Eastern Illinois University,withdrawn
cwythillg2,University of Maine,deferred
bgatchell6r,Providence College,denied
gmundowl9,New Jersey Institute of Technology,pending
cminihanpi,University of Montana,accepted
nbrosekefv,Reed College,deferred
sputtenq9,Reed College,pending
ejosephsenpg,Eastern Washington University,denied
cmarfe3a,Salve Regina University,denied
smccullock3h,University of Alabama at Birmingham,accepted
wtitmuss2w,Eastern Washington University,pending
afader95,Gannon University,deferred
bcroughan34,Berry College,withdrawn
naldiecr,Suffolk University,deferred
menrigoe8,DePauw University,pending
dtunnacliffenc,University of Alabama at Birmingham,denied
ldrableex,The College of St Scholastica,accepted
cprisen4,Texas Tech University,deferred
bfreddirk,The College of Wooster,pending
wstannasmz,Illinois College,deferred
nivanyushkinnr,Carnegie Mellon University,withdrawn
kkolyaginmk,University of Alabama at Birmingham,deferred
sminguetkf,Missouri University of Science and Technology,accepted
kcleareb6,University of Richmond,waitlisted
mslixbyl5,Carnegie Mellon University,pending
scockeroi,University of Maine,withdrawn
ejosephsenpg,Princeton University,denied
nwhitneykt,Barnard College,withdrawn
bgatchell6r,Carnegie Mellon University,accepted
ciashviliky,American University,withdrawn
gstobbartm5,Texas Christian University,deferred
bseppeyg8,University of Maine,accepted
grhydderchjc,University of Alabama,withdrawn
jreadbl,"University of Nevada, Las Vegas",withdrawn
tcottieoc,"University of Nevada, Reno",denied
fpllucc,St Bonaventure University,denied
alauder45,Massachusetts Institute of Technology,pending
cbeernt9h,University of Richmond,withdrawn
nivanyushkinnr,Lawrence Technological University,pending
thefferank,Texas Tech University,denied
tgrzelakli,North Park University,withdrawn
kfilippazzo8c,Williams College,accepted
trettiema,Wagner College,pending
sshawag,University of Houston,accepted
mlorneff,"University of Nevada, Reno",deferred
ereed9f,Williams College,accepted
bcarlettqk,University of Arkansas,accepted
ekelingpa,Temple University,waitlisted
gsillsd9,University of Houston,withdrawn
priep19,Reed College,withdrawn
kiglesiagr,The College of St Scholastica,pending
cleall7h,New York University,deferred
gfishburnjf,Saint Louis University,pending
gmogenotoz,University of Utah,pending
marrbt,University of Alabama at Birmingham,deferred
kredhollsb2,DePaul University,accepted
gledingtonhy,School of the Art Institute of Chicago,denied
rtoffanellini,Indiana University Bloomington,accepted
kbraddick5p,University of Alabama,withdrawn
rlarkworthyo6,Florida Gulf Coast University,waitlisted
cneligank5,University of San Diego,waitlisted
awilprecht3d,"University of California, Davis",pending
ftomlinson2f,Berry College,withdrawn
lantognellimb,Smith College,deferred
awaddamsl7,"University of Nevada, Reno",accepted
gconiamce,Colorado College,withdrawn
kstoyellok,DePaul University,accepted
hvigergh,Massachusetts Institute of Technology,pending
speskinfy,The College of Wooster,denied
adanelutti5b,John Carroll University,waitlisted
dgirkin52,Gettysburg College,pending
pcochhf,Moravian College,pending
rfarryanl6,Drake University,accepted
msherbourne10,American University,denied
gparelloe,University of Arizona,deferred
ltrippiy,Mercer University,waitlisted
hfavelleoq,University of Hartford,waitlisted
upetraccina,The College of St Scholastica,waitlisted
bnesterovil,Siena College,pending
pbonasm8,Rice University,deferred
stoffts7q,Kennesaw State University,denied
pcochhf,North Park University,waitlisted
khynsondb,Campbell University,denied
jcolquyte49,Fordham University,deferred
aferebeeen,Nova Southeastern University,deferred
msherbourne10,University of Houston,denied
eitzcovichchc6,The College of St Scholastica,denied
uhavikb8,The College of Wooster,denied
mnormavilleos,Rice University,deferred
ncaldwallc4,Manhattan College,accepted
jandreacciohs,University of Houston,deferred
soleahy8q,University of Houston,denied
glunamfk,Washington & Jefferson College,denied
gcogarpj,Gettysburg College,withdrawn
lsutherelt,Providence College,waitlisted
smcgoldrick81,University of Richmond,waitlisted
ahevner73,San Diego State University,waitlisted
efarraway8x,Lawrence Technological University,accepted
apachecojl,Suffolk University,pending
cbrigdalegt,Illinois College,accepted
mdewolfeab,"University of California, Santa Barbara",withdrawn
jromeo6y,"California State University, East Bay",denied
tampsrr,Wagner College,pending
jkarpfr4,University of Montana,pending
hhuner9,"University of California, Santa Cruz",denied
hvigergh,Illinois College,withdrawn
sputtenq9,Rochester Institute of Technology,accepted
tfeltennp,Illinois College,accepted
hmclernonfx,Siena College,waitlisted
bnesterovil,Westmont College,deferred
glazenby5c,Rochester Institute of Technology,deferred
mfretwelllc,Centre College,waitlisted
qpowdrilllk,Moravian College,pending
crikkardr3,University of Delaware,withdrawn
bparrishlq,University of Arizona,waitlisted
tscala1v,"University of Nevada, Las Vegas",pending
dhaconbq,"University of Nevada, Reno",denied
kveljesg0,University of San Diego,deferred
sderislya9,Smith College,waitlisted
sturley3y,Suffolk University,pending
kkinavana4,Mount Holyoke College,withdrawn
rjarrete9,Mississippi State University,waitlisted
dringsell3t,Westmont College,deferred
kiglesiagr,Reed College,accepted
hdenisyevle,Illinois College,pending
bgrayerjj,"University of California, Santa Cruz",deferred
acutressix,Princeton University,pending
jwitterl8,University of Montana,pending
jtipler3k,University of Delaware,withdrawn
sputtenq9,Fordham University,deferred
ksimonettoaw,Moravian College,pending
eitzcovichchc6,Manhattan College,withdrawn
kcowperjo,Samford University,denied
gstraker6o,University of Arizona,waitlisted
kurienim,Gannon University,withdrawn
rannellct,Westmont College,pending
acornew1h,Gannon University,waitlisted
jvankovl1,Texas Christian University,denied
gohagan9b,Campbell University,deferred
dgirkin52,Barnard College,waitlisted
ksalliern9,Nova Southeastern University,pending
kkinavana4,Iona College,denied
rgreatexoj,Clarkson University,waitlisted
bgrayerjj,Eastern Illinois University,withdrawn
dbabinski6k,Drake University,deferred
iosbornep,"University of Nevada, Reno",withdrawn
xbrum3g,The College of St Scholastica,deferred
sgermanij,Campbell University,pending
smarriagedx,Gordon College,waitlisted
tkiefer6c,Iona College,accepted
bfiremanjm,University of San Diego,waitlisted
hkasper62,Mississippi State University,deferred
rarnor7,Salve Regina University,deferred
itousey22,University of Richmond,deferred
bludlow2o,Vassar College,accepted
dhuncootmx,Stony Brook University,denied
pmacilriach5k,Missouri University of Science and Technology,withdrawn
pkeaveic,Stony Brook University,accepted
asotworthpe,Eastern Washington University,waitlisted
gmulvihillhr,"California State University, East Bay",deferred
mborland7v,SUNY College of Environmental Science and Forestry,withdrawn
hgoodramlu,University of Montana,pending
loguzi2,San Diego State University,denied
dgoringj8,"California State University, Fresno",denied
tserrell18,Clarkson University,denied
acornew1h,University of Arkansas,denied
afranktonb3,Texas Christian University,denied
pvanderbaaren4b,Eastern Washington University,pending
jfilippozzidv,John Carroll University,accepted
bpedrielli6n,The College of St Scholastica,withdrawn
bgatchell6r,American University,denied
lbagem,St Bonaventure University,accepted
tlacasepm,University of Hartford,waitlisted
inabarro1l,University of Richmond,denied
jjacobovitchq0,University of Utah,waitlisted
ctynewellmt,William Jewell College,withdrawn
bfiremanjm,University of Houston,accepted
jkoeppke6g,Florida Gulf Coast University,waitlisted
gcorbin8t,Clarkson University,waitlisted
ktudgay8v,The College of St Scholastica,denied
tkiefer6c,"University of Nevada, Las Vegas",deferred
lower9a,Rice University,pending
rtrytsmando,University of Massachusetts Amherst,pending
seaggerjn,"University of California, Davis",deferred
atottieq7,Mercer University,waitlisted
ebilesd3,Reed College,waitlisted
ghabble1f,Mercer University,waitlisted
bkyte8f,Reed College,waitlisted
jchoatrm,Williams College,accepted
ogillamoa,Salve Regina University,pending
jvarney4n,"California State University, East Bay",waitlisted
ccorrettan,University of Hartford,deferred
bdresserk3,San Diego State University,withdrawn
jdavleygi,Reed College,waitlisted
mplumbca,University of Kentucky,withdrawn
mvossejb,Indiana University Bloomington,withdrawn
atunnicliffehc,Rochester Institute of Technology,deferred
