userid,college,status
lsealy5f,University of Maine,pending
grayerax,North Park University,waitlisted
jpalphreymanfo,The College of Wooster,accepted
nbasdenez,Salve Regina University,denied
ldrableex,Gettysburg College,deferred
bdomenyhm,University of Central Florida,withdrawn
tbruckmanh7,Mount Holyoke College,withdrawn
rchevolleau43,Roger Williams University,withdrawn
cfilpi8m,Salve Regina University,deferred
asapir7a,Princeton University,accepted
kiglesiagr,Iona College,pending
tetherson6s,University of Hartford,waitlisted
acutressix,University of Delaware,waitlisted
bfreddirk,John Carroll University,denied
rclemmey46,Iona College,denied
agurtonqm,Texas Christian University,withdrawn
afranzonellopy,Idaho State University,denied
cneighbour1u,Florida Gulf Coast University,denied
atetherf5,University of Arkansas,denied
elaurentygk,Rochester Institute of Technology,accepted
kbeards6x,University of Illinois at Chicago,waitlisted
zroelofsenkd,Campbell University,pending
lsuttie4w,Mount Holyoke College,pending
wtrapp5o,University of Maine,accepted
rjarrete9,Idaho State University,waitlisted
llazer76,North Park University,withdrawn
wmetzing42,Florida Gulf Coast University,pending
imarchington8u,Hope College,withdrawn
fsachnoiw,SUNY College of Environmental Science and Forestry,denied
iankerii,"University of Nevada, Las Vegas",waitlisted
afranzonellopy,Eastern Washington University,pending
wfoort8e,Drake University,waitlisted
sshawag,Kalamazoo College,pending
nbinesteadcv,Rochester Institute of Technology,pending
agrzeszczykfw,University of Utah,withdrawn
cfennelowb,"California State University, East Bay",deferred
dfaulconbridge75,Centre College,deferred
nlendremob,Williams College,deferred
kjaquestu,Washington & Jefferson College,accepted
cbleier64,Princeton University,pending
gledingtonhy,Temple University,denied
nmish7p,Hendrix College,denied
mnormavilleos,University of Arkansas,withdrawn
cguidotti1y,Campbell University,accepted
klassells8s,Iona College,withdrawn
pridsdoleh1,University of Delaware,waitlisted
jalessandrinias,Manhattan College,withdrawn
ccreminge,Lawrence Technological University,denied
amaccallisternq,Eastern Washington University,withdrawn
kcleareb6,Salve Regina University,waitlisted
bswale7e,University of San Diego,denied
fingley5x,University of Montana,deferred
cbleier64,Idaho State University,denied
sgoodlife7,Rochester Institute of Technology,deferred
slabonqa,Texas Tech University,waitlisted
fmerrydewh2,San Diego State University,accepted
dfrancesch2s,Centre College,denied
glunamfk,Eastern Washington University,waitlisted
rclemmey46,DePaul University,deferred
smeadusg,University of Richmond,pending
phayzerfa,Colorado College,pending
zmarchent1d,Gettysburg College,waitlisted
mslixbyl5,Salve Regina University,withdrawn
gfigliovannil3,"University of California, Santa Barbara",accepted
nbinesteadcv,Samford University,deferred
hfayerbrotherrg,University of Arkansas,denied
grigtsc1,Barnard College,withdrawn
adavidoviczqj,"University of California, Santa Cruz",waitlisted
sturley3y,Utah State University,accepted
mduvalqv,Stevenson University,waitlisted
wscoughq1,John Carroll University,withdrawn
nboulsherqo,New York University,waitlisted
chowcroft8d,Rice University,pending
gstobbartm5,Iona College,accepted
sratcliffe1b,Eastern Washington University,pending
dcancellariolr,University of Richmond,pending
bsibbeg7,University of Delaware,withdrawn
mmcasgillpn,Illinois College,denied
dneemet,University of Utah,accepted
cthelwllj3,Drexel University,waitlisted
rdrevermy,University of Central Florida,pending
esellerkh,Washington & Jefferson College,withdrawn
stoffts7q,Illinois College,accepted
piveagh3m,University of Arkansas,pending
mmaccaughen1z,Kennesaw State University,deferred
snys9c,Transylvania University,pending
gmarcome7r,Westmont College,deferred
awoodalld0,Manhattan College,deferred
rbrowell4z,Princeton University,pending
csidnell23,Texas Christian University,pending
jtayloems,Colgate University,deferred
sratcliffe1b,Gordon College,deferred
bsabate66,Hendrix College,denied
grichardonql,Wagner College,pending
cbaalhamj2,Princeton University,denied
labbetshh,Princeton University,pending
adingle57,Saint Louis University,accepted
ciashviliky,New Jersey Institute of Technology,withdrawn
tampsrr,Siena College,deferred
mrenakly,University of Alabama at Birmingham,accepted
kantognonibr,Williams College,accepted
mkeenleyside5e,University of Richmond,pending
gtaylderej,Lawrence Technological University,denied
lvogel4y,Gettysburg College,deferred
lantonowiczrb,University of Arizona,deferred
loreilly2m,Colorado College,deferred
ahevner73,School of the Art Institute of Chicago,accepted
crubinovitchhz,Princeton University,withdrawn
eitzcovichchc6,DePaul University,waitlisted
snorthcoted5,Moravian College,denied
iwaytew,Massachusetts Institute of Technology,withdrawn
twabbps,Providence College,withdrawn
ereed9f,Siena College,pending
nelstuba,Mercer University,denied
apail97,Smith College,accepted
cgerbjs,Central Connecticut State University,denied
geady2c,Salve Regina University,accepted
hkasper62,University of Massachusetts Amherst,accepted
bbosse7t,University of Arizona,deferred
dhugkmi,Westmont College,deferred
jvankovl1,New York University,withdrawn
imarquotfp,Idaho State University,pending
cbulleyfd,Gannon University,denied
agrzeszczykfw,The College of Wooster,denied
tcottieoc,Idaho State University,deferred
hmarczykek,Princeton University,waitlisted
obatesonjk,Centre College,pending
hmclernonfx,Gordon College,accepted
smccullock3h,Temple University,pending
rpoldingeh,Hope College,denied
afilippovn6,Clarkson University,withdrawn
ahamflett9u,DePauw University,waitlisted
gmarcome7r,Idaho State University,waitlisted
fpielgl,Drexel University,withdrawn
dmattevill,Indiana University Bloomington,deferred
tgonsaloif,San Diego State University,withdrawn
smarriagedx,Indiana University Bloomington,pending
csenettdn,Hope College,withdrawn
fpolglazecm,Campbell University,waitlisted
dgimenezje,The College of St Scholastica,waitlisted
gmundowl9,Gettysburg College,accepted
npricketto0,Roger Williams University,denied
csenettdn,Texas Tech University,pending
soreaganku,Colorado College,denied
kdaubney3o,Carnegie Mellon University,accepted
adarkec5,Central Connecticut State University,denied
mticksallar,Washington & Jefferson College,withdrawn
jmacklambf,Kennesaw State University,waitlisted
onorval96,Washington & Jefferson College,withdrawn
acarpenter8n,Colorado College,waitlisted
astorrockbc,Colorado College,pending
iwaytew,Smith College,accepted
jdelacosteg4,Florida Gulf Coast University,deferred
kphilliskirkrl,Hendrix College,pending
ecooneyhx,"University of Nevada, Reno",accepted
abesseq,University of Delaware,pending
pmedfordpf,Centre College,waitlisted
bclearyeo,University of Arizona,withdrawn
thefferank,Texas Christian University,withdrawn
pmaharey12,University of Houston,waitlisted
bborless9m,Saint Louis University,pending
egirardey9k,Gettysburg College,waitlisted
sputtenq9,Smith College,withdrawn
lsutherelt,Eastern Illinois University,pending
ralennikov2j,Mercer University,withdrawn
gseedsb0,University of Utah,withdrawn
jvarney4n,Kalamazoo College,denied
hmclernonfx,"University of Nevada, Las Vegas",accepted
jdelacosteg4,Carnegie Mellon University,withdrawn
elaurentygk,"University of Nevada, Las Vegas",pending
lovittspc,Berry College,denied
tbreakwellh6,DePauw University,pending
agarno3,School of the Art Institute of Chicago,pending
cblackborough29,School of the Art Institute of Chicago,denied
fstokermf,Mount Holyoke College,deferred
bneubiginfb,Saint Louis University,waitlisted
hwakeford40,Berry College,accepted
cbainbriggemo,Manhattan College,waitlisted
jschneidar3z,"University of California, Santa Cruz",deferred
wgiabucci2v,University of Hartford,accepted
vjilesqg,Illinois College,withdrawn
sdeenyin,Northwestern University,withdrawn
smccullock3h,Hendrix College,denied
beplategj,New York University,denied
dlaurencot8r,Washington & Jefferson College,withdrawn
acarnowm6,"University of Nevada, Reno",pending
aheggielf,Northwestern University,withdrawn
ohrinchishine6,Roger Williams University,accepted
hivanin8l,Centre College,pending
scasalettoal,University of Central Florida,denied
pchevolleau5m,Idaho State University,withdrawn
fmolenhg,Reed College,waitlisted
wbrownsallbj,"University of California, Davis",denied
mallchornde,Merrimack College,deferred
pridsdoleh1,John Carroll University,denied
llazer76,Drexel University,deferred
smuncaster58,William Jewell College,waitlisted
kcorkerch,University of Kentucky,withdrawn
tkummerlowepw,"University of Nevada, Las Vegas",deferred
dvockings4d,The College of St Scholastica,pending
nhawtinln,Providence College,denied
jdaymentgn,Merrimack College,denied
acarnowm6,Kennesaw State University,withdrawn
kstainlandnx,Stony Brook University,withdrawn
gmedewaylx,University of Illinois at Chicago,accepted
cmacbane6,University of San Diego,withdrawn
jthainj,Hope College,withdrawn
hhamleni1,American University,withdrawn
jbrixey5,Colorado College,withdrawn
ltymcg,Berry College,pending
zroelofsenkd,The College of Wooster,deferred
ksalliern9,University of Arizona,accepted
hdenisyevle,Colgate University,denied
asollarsea,Mercer University,denied
kcleareb6,Colgate University,waitlisted
gsillsd9,Texas Tech University,denied
bseilmannda,Northwestern University,denied
jfilippozzidv,Barnard College,waitlisted
lwaterstonefj,Gettysburg College,denied
adarkec5,Smith College,denied
mkeenleyside5e,Siena College,accepted
dmechemb1,Carnegie Mellon University,pending
dfaulconbridge75,Stony Brook University,deferred
stoffts7q,Providence College,pending
mnansom5v,Manhattan College,deferred
bneubiginfb,William Jewell College,pending
kcookleygp,Rice University,pending
jfilippozzidv,University of Arizona,pending
sribeygw,New Jersey Institute of Technology,waitlisted
wtrapp5o,"California State University, Fresno",accepted
pmacilriach5k,Massachusetts Institute of Technology,deferred
nlendremob,Clarkson University,denied
rmarkovap7,Moravian College,pending
gledingtonhy,Temple University,accepted
lfoadgs,"California State University, Fresno",accepted
mtubblenk,"California State University, Fresno",withdrawn
piveagh3m,Moravian College,waitlisted
ksellor9l,Hendrix College,pending
aspehrq4,Centre College,accepted
cgerbjs,"University of Nevada, Las Vegas",accepted
mpaleyou,"California State University, Monterey Bay",pending
gsavegehv,Mercer University,pending
apachecojl,School of the Art Institute of Chicago,accepted
llowth7l,The College of St Scholastica,denied
rclericoates2r,"California State University, Monterey Bay",denied
cfennelowb,Utah State University,denied
breeve4j,University of Illinois at Chicago,waitlisted
dtunnacliffenc,Mercer University,waitlisted
fpllucc,Salve Regina University,withdrawn
marrbt,The College of St Scholastica,waitlisted
beplategj,"University of California, Davis",waitlisted
rheake53,"University of Nevada, Las Vegas",pending
etamblingbk,Manhattan College,withdrawn
vdaughtreyph,"California State University, Fresno",pending
ntosspellig,Rice University,withdrawn
gpagettkg,Utah State University,pending
awilprecht3d,Massachusetts Institute of Technology,accepted
ttoppes37,University of Richmond,waitlisted
tmurpheyhq,University of Central Florida,denied
knurse21,Transylvania University,denied
kbrissard7j,New Jersey Institute of Technology,withdrawn
rmincini5a,Salve Regina University,accepted
kcotter2z,University of Montana,denied
jlarkingsnf,Temple University,deferred
mnansom5v,Westmont College,deferred
rhamlyg9,Rider University,pending
vhubbinsmh,Gettysburg College,pending
ncervantespv,Smith College,waitlisted
asantelloiq,University of Houston,waitlisted
sratcliffe1b,University of Maine,waitlisted
hfayerbrotherrg,New Jersey Institute of Technology,withdrawn
dvockings4d,University of Hartford,accepted
rpreatore5,Centre College,pending
ksadgrove8i,St Bonaventure University,pending
loguzi2,Temple University,denied
bfettiplacekl,Berry College,withdrawn
varrelldh,Central Connecticut State University,waitlisted
ldracksfordlg,Hope College,accepted
gsillsd9,University of Central Florida,denied
