userid,college,status
agoldup9r,Iona College,accepted
smcnamee4k,John Carroll University,withdrawn
fprobettsac,New Jersey Institute of Technology,denied
mgresswellat,Gettysburg College,denied
kdigiorgiojz,Clarkson University,deferred
rpoldingeh,University of Utah,withdrawn
bverlingf2,Lawrence Technological University,pending
gsidebothamcp,Stony Brook University,pending
mdewolfeab,Drexel University,denied
amccarlot,SUNY College of Environmental Science and Forestry,denied
pbonasm8,Westmont College,denied
cdinwoodiee3,Gannon University,withdrawn
vcasassai8,Barnard College,deferred
lsealy5f,Eastern Washington University,accepted
tkummerlowepw,University of Alabama at Birmingham,denied
eivanikov2q,Indiana University Bloomington,deferred
grubinowitsch9t,Roger Williams University,pending
dfollet51,University of Kentucky,waitlisted
dcanape80,Merrimack College,deferred
mcaudelierdl,University of Illinois at Chicago,accepted
vjilesqg,Temple University,denied
dsparyp1,Reed College,deferred
vashbrookb5,Stony Brook University,accepted
tkummerlowepw,Eastern Illinois University,accepted
tkemmisz,Indiana University Bloomington,denied
priep19,Rider University,deferred
ageipel17,Nova Southeastern University,pending
lkomorowskigm,Wagner College,withdrawn
gcroncheyie,University of Kentucky,withdrawn
nlendremob,John Carroll University,accepted
wchamah,Siena College,waitlisted
jbernakiewiczcs,Kalamazoo College,withdrawn
gpeiroi0,San Diego State University,waitlisted
mgolthorppc,University of Montana,pending
tsandcrafti9,Utah State University,deferred
dyessonfr,Clarkson University,withdrawn
bswale7e,Gannon University,accepted
zroelofsenkd,Mercer University,waitlisted
hbrittonerbv,Franklin & Marshall College,pending
aowensony,John Carroll University,withdrawn
ncasterotbe,Carnegie Mellon University,deferred
lritson4f,Clarkson University,waitlisted
mhammerberger2,Hendrix College,deferred
itousey22,Northwestern University,deferred
trettiema,William Jewell College,denied
mvossejb,Princeton University,withdrawn
swylemangd,Colorado College,pending
dlaurencot8r,Providence College,pending
cmosconkq,Northwestern University,denied
tbartleetkc,Roger Williams University,denied
kbesson5z,The College of St Scholastica,deferred
ibartholomew3s,Samford University,accepted
sneediu,Massachusetts Institute of Technology,pending
apurkessqe,Iona College,denied
kcleareb6,Transylvania University,pending
gmundowl9,Centre College,accepted
snys9c,The College of St Scholastica,denied
tbreakwellh6,University of Montana,deferred
ebirks89,University of Houston,waitlisted
atetherf5,Indiana University Bloomington,accepted
ciashviliky,"California State University, East Bay",withdrawn
tmeadwayd8,University of Houston,accepted
hbrittonerbv,Drake University,deferred
awaddamsl7,University of Kentucky,deferred
norteltgf,Centre College,denied
rtolhurst3q,St Bonaventure University,waitlisted
smcgoldrick81,Drexel University,withdrawn
mcellone7g,Williams College,withdrawn
asollarsea,Suffolk University,waitlisted
aputtrelldw,Idaho State University,withdrawn
rgeater91,Idaho State University,deferred
ebulgen94,Gettysburg College,withdrawn
aemmattnw,Fordham University,accepted
dmechemb1,Manhattan College,accepted
wbosketfh,Stevenson University,accepted
rdriverj0,Nova Southeastern University,deferred
tbengalx,Westmont College,deferred
kcookleygp,Gettysburg College,pending
asapir7a,University of Alabama,deferred
ahadigatejg,William Jewell College,withdrawn
zroelofsenkd,Campbell University,waitlisted
gmarcome7r,University of Arkansas,withdrawn
kdyte4t,Gannon University,accepted
dgimenezje,Mississippi State University,denied
mfretwelllc,Mississippi State University,withdrawn
bpritchittme,Eastern Illinois University,denied
kkinavana4,Massachusetts Institute of Technology,denied
jboddyld,Roger Williams University,waitlisted
tswannie1o,Berry College,accepted
sgoodlife7,Franklin & Marshall College,denied
atetherf5,Hope College,denied
ageffcock2t,Transylvania University,accepted
eduddypk,University of Arkansas,pending
nwhitneykt,Gordon College,denied
vcovottikp,Gannon University,waitlisted
jalessandrinias,"University of Nevada, Las Vegas",withdrawn
kstorey99,University of Hartford,pending
bpinnion5u,Drake University,denied
smeadusg,Wagner College,waitlisted
wmetzing42,New York University,deferred
dgladdis3w,DePaul University,waitlisted
cfilpi8m,Clarkson University,accepted
bkinnerleyr1,American University,denied
cmunceybb,Lawrence Technological University,pending
ajaquiss6a,DePaul University,denied
smcgoldrick81,Gordon College,denied
cneesonki,"University of California, Santa Cruz",pending
dduddyg5,University of San Diego,denied
tkummerlowepw,The College of Wooster,denied
kkinavana4,University of Alabama at Birmingham,waitlisted
pbiscop2,University of Alabama,pending
phammersley1w,University of Richmond,waitlisted
cbeernt9h,University of Central Florida,denied
tampsrr,Idaho State University,deferred
ckorthu,Williams College,denied
jyelding2n,Idaho State University,deferred
vcurreyo,Indiana University Bloomington,pending
gseedsb0,Hope College,denied
kphilliskirkrl,New Jersey Institute of Technology,withdrawn
gdanaharh4,University of Hartford,denied
bfairbournbm,Hendrix College,deferred
hteschecy,"University of Nevada, Las Vegas",accepted
sturley3y,Rider University,pending
kcowperjo,Williams College,deferred
ftomlinson2f,Princeton University,pending
trettiema,DePauw University,waitlisted
hgoodramlu,Rider University,deferred
seaggerjn,"California State University, Fresno",waitlisted
aioselev7n,Stony Brook University,accepted
cprescotha,The College of St Scholastica,withdrawn
flomiscz,University of Delaware,denied
dfrancesch2s,University of Massachusetts Amherst,pending
hmarczykek,Carnegie Mellon University,withdrawn
rloftier2,Eastern Illinois University,withdrawn
crubinovitchhz,Salve Regina University,waitlisted
rdrevermy,University of Maine,pending
isymesjq,Mississippi State University,pending
ahamflett9u,University of Illinois at Chicago,deferred
gdundendale32,Hope College,pending
acarpenter8n,Hendrix College,denied
evellden69,San Diego State University,deferred
hmargetson7x,Florida Gulf Coast University,deferred
eduddypk,Illinois College,accepted
kvarnalsl4,Williams College,accepted
evellden69,Clarkson University,waitlisted
bofahertyo7,Gannon University,pending
jvarney4n,Kalamazoo College,pending
alivettpu,University of Montana,accepted
sgermanij,University of Central Florida,withdrawn
bnesterovil,University of Houston,denied
cfewp4,Stevenson University,waitlisted
cisaacsondc,University of Alabama,accepted
sgermanij,William Jewell College,withdrawn
sturley3y,Mount Holyoke College,waitlisted
mmcasgillpn,"University of Nevada, Las Vegas",denied
cneesonki,Drake University,waitlisted
kmcalpin4x,University of Montana,deferred
kcorkerch,Berry College,waitlisted
mkeenleyside5e,Florida Gulf Coast University,waitlisted
lschohier2u,University of Arkansas,deferred
rmincini5a,DePauw University,deferred
isneesbyor,Barnard College,denied
ereed9f,"California State University, Monterey Bay",pending
hkitchingnm,Eastern Illinois University,deferred
gmogenotoz,Fordham University,denied
ereed9f,Eastern Illinois University,accepted
pearengeyit,Missouri University of Science and Technology,accepted
bhastygo,Lawrence Technological University,accepted
eantwisrf,Fordham University,denied
egaskarth9y,Indiana University Bloomington,deferred
hhillbornef9,Mercer University,waitlisted
cmunceybb,University of San Diego,denied
diczokvitzdy,University of Kentucky,withdrawn
shappsm0,Gannon University,withdrawn
nspleving8b,Drexel University,accepted
jgasonkj,University of Richmond,deferred
jsarjent6v,Colorado College,withdrawn
dnuschke8g,Williams College,withdrawn
glunamfk,Saint Louis University,deferred
sbegwellnl,Central Connecticut State University,waitlisted
etilfordik,University of Alabama,withdrawn
gpeiroi0,Stevenson University,accepted
bzimmeri4,Westmont College,waitlisted
tmarrablee,"University of Nevada, Las Vegas",waitlisted
hfavelleoq,Reed College,deferred
gfigliovannil3,Smith College,waitlisted
kfloyd4u,Providence College,accepted
flomiscz,Stony Brook University,pending
rarnor7,Siena College,accepted
tgaroghanon,SUNY College of Environmental Science and Forestry,withdrawn
flummasana3i,University of Alabama at Birmingham,denied
cgiddy3j,William Jewell College,withdrawn
cpierson4q,Eastern Illinois University,deferred
jandreacciohs,Franklin & Marshall College,pending
wslattened,Fordham University,withdrawn
jreadbl,DePaul University,denied
cvalenssmithjw,SUNY College of Environmental Science and Forestry,withdrawn
colenikov8k,Drake University,accepted
nmeir8a,University of Hartford,denied
kaggas2b,North Park University,withdrawn
cprisen4,School of the Art Institute of Chicago,deferred
sratcliffe1b,Massachusetts Institute of Technology,pending
dfaulconbridge75,Mercer University,pending
adesportkm,Stony Brook University,accepted
mrenakly,Hendrix College,waitlisted
gshambroke38,Eastern Washington University,waitlisted
obatesonjk,Transylvania University,waitlisted
twabbps,Temple University,pending
cpardalop,Massachusetts Institute of Technology,deferred
kseagek9,Wagner College,deferred
grubinowitsch9t,University of Alabama at Birmingham,deferred
khodgin3e,The College of St Scholastica,accepted
rclemmey46,"University of California, Davis",deferred
kfloyd4u,"California State University, East Bay",withdrawn
bshowers4,Franklin & Marshall College,deferred
sdeenyin,University of Massachusetts Amherst,accepted
pfarensp0,"University of California, Santa Barbara",deferred
hhillbornef9,Saint Louis University,denied
hmargetson7x,Manhattan College,waitlisted
ahamstead16,Saint Louis University,accepted
smcgoldrick81,Moravian College,waitlisted
rtoffanellini,Barnard College,waitlisted
gtreharnek2,Merrimack College,denied
fsachnoiw,Hope College,withdrawn
grigtsc1,The College of Wooster,deferred
zarstallci,Franklin & Marshall College,deferred
tkiefer6c,Providence College,waitlisted
rledinghameg,Gannon University,accepted
hmarczykek,University of Utah,deferred
abreedb4,Roger Williams University,pending
pjester,University of Delaware,deferred
llindholm4g,Texas Tech University,denied
gbuttlerf0,John Carroll University,waitlisted
egonthardjx,Mississippi State University,pending
rbrowell4z,Fordham University,waitlisted
lvogel4y,New Jersey Institute of Technology,deferred
ncervantespv,The College of St Scholastica,accepted
sderislya9,"University of Nevada, Las Vegas",waitlisted
knurse21,Clarkson University,denied
gohagan9b,Centre College,deferred
tlacasepm,University of San Diego,denied
slongwoodbg,Providence College,denied
lpretswelldz,The College of Wooster,pending
mpaleyou,"University of California, Davis",withdrawn
rmackain1a,University of Arkansas,deferred
marrbt,Samford University,withdrawn
lfairhamkv,SUNY College of Environmental Science and Forestry,denied
rlindophd,Merrimack College,waitlisted
lantognellimb,"University of California, Davis",pending
agrzeszczykfw,Carnegie Mellon University,pending
leatonaf,Rice University,denied
pbiscop2,School of the Art Institute of Chicago,deferred
kcogginau,University of Maine,withdrawn
khynsondb,"University of California, Santa Cruz",pending
mviney77,Temple University,deferred
fdulinty4e,Centre College,accepted
sscolefc,"University of Nevada, Reno",waitlisted
mderuelom,University of San Diego,withdrawn
bjanssonn1,University of San Diego,pending
wscoughq1,The College of Wooster,pending
hmarczykek,Barnard College,accepted
kbraddick5p,University of Houston,pending
afranzonellopy,University of Maine,withdrawn
fschiementzrc,Hope College,denied
atetherf5,"University of Nevada, Reno",waitlisted
bseppeyg8,Massachusetts Institute of Technology,pending
hhillbornef9,Eastern Illinois University,pending
fmolenhg,Kalamazoo College,waitlisted
bcrossgv,North Park University,accepted
pmacilriach5k,Mercer University,withdrawn
pagiolfingerhp,University of Utah,withdrawn
apurkessqe,Carnegie Mellon University,accepted
wbosketfh,The College of Wooster,withdrawn
bharfoot82,Florida Gulf Coast University,withdrawn
kseagrove9x,Vassar College,pending
phammersley1w,"University of California, Santa Cruz",deferred
jchoatrm,Siena College,waitlisted
pbardillfu,Illinois College,waitlisted
rpreatore5,University of Hartford,pending
dneemet,Carnegie Mellon University,waitlisted
bdesimoniba,Williams College,pending
dhindenbergerq,SUNY College of Environmental Science and Forestry,withdrawn
ktudgay8v,Franklin & Marshall College,accepted
soreaganku,University of San Diego,deferred
rabdeya7,Rochester Institute of Technology,waitlisted
pjester,Berry College,denied
pmaharey12,"California State University, Monterey Bay",withdrawn
asollarsea,University of San Diego,accepted
