userid,college,status
apachecojl,University of Illinois at Chicago,waitlisted
sscolefc,Wagner College,accepted
kstainlandnx,Texas Christian University,waitlisted
afranzonellopy,Nova Southeastern University,accepted
ftrott27,Reed College,accepted
mgrebnerpp,Gordon College,waitlisted
jbrixey5,"California State University, Monterey Bay",withdrawn
mstanclifferd,"California State University, Monterey Bay",pending
npricketto0,Washington & Jefferson College,accepted
kcogginau,Transylvania University,waitlisted
mmcgaughayck,Barnard College,waitlisted
hivanin8l,Hope College,waitlisted
dbabinski6k,Samford University,deferred
acornew1h,SUNY College of Environmental Science and Forestry,denied
nolivetiae,Rochester Institute of Technology,waitlisted
hmarczykek,Providence College,denied
ptroygq,Campbell University,denied
gohagan9b,Merrimack College,denied
pvaneedene7,Saint Louis University,denied
trettiema,Princeton University,denied
tampsrr,Saint Louis University,waitlisted
adanelutti5b,University of Montana,waitlisted
ckorthu,DePaul University,denied
gmogenotoz,Texas Christian University,denied
dringsell3t,Saint Louis University,waitlisted
norteltgf,Kennesaw State University,denied
bclandillon9s,Lawrence Technological University,pending
emaccookk0,Indiana University Bloomington,denied
csonghurstds,Wagner College,waitlisted
dcanape80,Suffolk University,pending
imarquotfp,Central Connecticut State University,waitlisted
arembrandtnd,Clarkson University,accepted
upetraccina,Drexel University,denied
gmogenotoz,University of Alabama,deferred
kmcalpin4x,University of Illinois at Chicago,waitlisted
dsparyp1,Temple University,deferred
kphilliskirkrl,Siena College,deferred
gtaylderej,Texas Christian University,withdrawn
kcookleygp,Utah State University,deferred
wbierton1t,Carnegie Mellon University,waitlisted
jdaymentgn,"California State University, Fresno",deferred
kiglesiagr,Mount Holyoke College,waitlisted
gattreedfz,Clarkson University,accepted
dgardinerng,University of Arizona,waitlisted
pmedfordpf,Idaho State University,accepted
kseagek9,Hope College,accepted
alindroi5,DePauw University,denied
menrigoe8,"California State University, Monterey Bay",waitlisted
aspehrq4,Rice University,withdrawn
jandreacciohs,Campbell University,pending
grubinowitsch9t,Rochester Institute of Technology,deferred
norteltgf,Transylvania University,denied
ebirks89,Providence College,pending
cschutte6f,University of Arizona,withdrawn
bmurgatroydmv,Providence College,withdrawn
bgrayerjj,Missouri University of Science and Technology,denied
jdelacosteg4,University of Central Florida,withdrawn
fmolenhg,Lawrence Technological University,waitlisted
smeadusg,Gordon College,accepted
jfilippozzidv,Central Connecticut State University,waitlisted
oroskrug83,Colgate University,pending
ibartholomew3s,Moravian College,pending
tmarrablee,"University of California, Davis",accepted
enutting3f,Saint Louis University,pending
jchoatrm,Hendrix College,denied
hhamleni1,Siena College,deferred
mpaleyou,Manhattan College,withdrawn
asellmanjt,Mississippi State University,withdrawn
jandreacciohs,Clarkson University,waitlisted
okhristyukhin13,Gannon University,withdrawn
tnewcomelp,Reed College,accepted
mstanclifferd,North Park University,pending
lfateley48,Berry College,deferred
bcarlettqk,Reed College,accepted
cbrigdalegt,University of Massachusetts Amherst,withdrawn
bfranchyonok1i,Carnegie Mellon University,pending
dgoringj8,Eastern Illinois University,withdrawn
amccarlot,University of San Diego,accepted
garrellqi,Stony Brook University,pending
mtozerdt,University of Montana,pending
ogillamoa,Colgate University,accepted
jkoeppke6g,DePauw University,accepted
fdulinty4e,Gannon University,denied
bshowers4,Lawrence Technological University,withdrawn
pbiscop2,Illinois College,denied
pagiolfingerhp,University of Delaware,denied
fbellochc3,Franklin & Marshall College,pending
mcawkwellmj,San Diego State University,accepted
ccreminge,"California State University, East Bay",waitlisted
qrucklidgecl,University of Illinois at Chicago,waitlisted
mallchornde,Indiana University Bloomington,waitlisted
kdyte4t,Eastern Washington University,denied
rjarrete9,Rice University,pending
atetherf5,University of Alabama,denied
hbrittonerbv,Stevenson University,pending
jrotham7b,University of San Diego,pending
jdelacosteg4,"California State University, Fresno",pending
trettiema,Nova Southeastern University,waitlisted
atitchmarshdk,"University of Nevada, Las Vegas",withdrawn
rbrucen5,Westmont College,deferred
lantonowiczrb,University of Central Florida,withdrawn
gireson5d,Princeton University,accepted
ntosspellig,"California State University, Fresno",withdrawn
kprickett6t,Reed College,accepted
rclericoates2r,Missouri University of Science and Technology,deferred
tgonsaloif,University of Alabama,deferred
kfullbrooknj,Illinois College,waitlisted
vrolin71,Roger Williams University,deferred
rcalvieh8,Carnegie Mellon University,pending
phammersley1w,San Diego State University,withdrawn
jchoatrm,University of Arkansas,deferred
wgonzaleska,Smith College,denied
jlurnerj5,Mississippi State University,accepted
atottieq7,American University,waitlisted
rambroix7m,St Bonaventure University,pending
gavesq8,"University of California, Davis",withdrawn
dneemet,Westmont College,withdrawn
grhydderchjc,Vassar College,pending
wfoort8e,The College of St Scholastica,deferred
mreadwinglh,Stevenson University,pending
mderuelom,Providence College,denied
apail97,"California State University, Fresno",withdrawn
kbresnergz,Wagner College,waitlisted
gralton9,School of the Art Institute of Chicago,denied
iankerii,Mount Holyoke College,deferred
bhastygo,Drake University,pending
cwythillg2,Roger Williams University,deferred
crubinovitchhz,Salve Regina University,accepted
dhugkmi,Princeton University,denied
cloffill7z,Roger Williams University,accepted
kvolkers33,"University of Nevada, Las Vegas",waitlisted
flummasana3i,Reed College,pending
rgheerhaertju,University of Kentucky,withdrawn
ireisen4p,Drake University,denied
dduddyg5,Vassar College,waitlisted
slacy9w,North Park University,pending
nivanyushkinnr,John Carroll University,withdrawn
jvankovl1,Mount Holyoke College,deferred
grigtsc1,St Bonaventure University,deferred
bclandillon9s,Centre College,withdrawn
msherbourne10,Fordham University,withdrawn
cgiddy3j,Missouri University of Science and Technology,waitlisted
gmedewaylx,Hendrix College,pending
ibartholomew3s,Carnegie Mellon University,accepted
tkummerlowepw,Kennesaw State University,deferred
gbenyanq6,Transylvania University,denied
rloftier2,SUNY College of Environmental Science and Forestry,pending
ltrippiy,Siena College,pending
gtreharnek2,Drexel University,withdrawn
tetherson6s,Wagner College,withdrawn
tchastan7o,Temple University,denied
amorsonmr,University of Utah,deferred
ksadgrove8i,John Carroll University,pending
mgolthorppc,American University,accepted
cfeatherbieks,Kalamazoo College,deferred
kdaubney3o,DePauw University,deferred
kbrissard7j,SUNY College of Environmental Science and Forestry,waitlisted
uhavikb8,Iona College,deferred
rpoldingeh,University of Montana,pending
jgasonkj,American University,accepted
olabdon2k,University of Arizona,accepted
ncervantespv,Indiana University Bloomington,deferred
mnansom5v,Providence College,waitlisted
aspitaronu,"California State University, East Bay",pending
tgaroghanon,Stony Brook University,waitlisted
hsneppbx,New Jersey Institute of Technology,waitlisted
esmietonlz,University of Arkansas,denied
awilprecht3d,Merrimack College,deferred
cisaacsondc,Berry College,withdrawn
karnel,Northwestern University,pending
rromaintog,Clarkson University,accepted
nivanyushkinnr,Clarkson University,denied
cbruna90,Idaho State University,withdrawn
mwinsper14,Texas Christian University,withdrawn
mgrebnerpp,Stony Brook University,waitlisted
kgentilgx,Barnard College,denied
efennerbn,School of the Art Institute of Chicago,deferred
tgrissbu,Idaho State University,denied
nraglesa2,Hope College,denied
gdanaharh4,Berry College,waitlisted
ksellor9l,Vassar College,denied
rhandscombedj,University of Massachusetts Amherst,accepted
ageffcock2t,The College of St Scholastica,waitlisted
dgirkin52,University of Delaware,accepted
ldraceyav,University of Delaware,denied
cbainbriggemo,"California State University, Fresno",waitlisted
swylemangd,Gannon University,accepted
amccarlot,DePaul University,pending
cleblond7i,Colgate University,waitlisted
sjiruchre,Nova Southeastern University,pending
hverzeyi7,Idaho State University,waitlisted
amorsonmr,Providence College,accepted
wfoort8e,University of Richmond,withdrawn
mjouannye4,University of Arizona,deferred
itousey22,University of Richmond,deferred
adesportkm,Suffolk University,denied
nwhitneykt,Samford University,pending
jpaschokw,Stony Brook University,waitlisted
imarquotfp,Texas Christian University,accepted
mlaweycd,Transylvania University,accepted
cthelwllj3,University of Arizona,waitlisted
ccolefordrn,Manhattan College,pending
wgiabucci2v,Fordham University,pending
awilprecht3d,School of the Art Institute of Chicago,accepted
gcookesja,"University of California, Davis",denied
gattreedfz,Colgate University,waitlisted
cfewp4,Kennesaw State University,waitlisted
rarnor7,DePauw University,denied
cholbykx,Central Connecticut State University,denied
tfeltennp,Indiana University Bloomington,denied
pbiscop2,University of Houston,waitlisted
emaccookk0,University of Arkansas,accepted
gpayley6q,Providence College,pending
crikkardr3,DePaul University,pending
ireisen4p,Transylvania University,accepted
gstraker6o,Gannon University,pending
bfiremanjm,SUNY College of Environmental Science and Forestry,waitlisted
sribeygw,Florida Gulf Coast University,pending
mshellard5j,Smith College,waitlisted
ohrinchishine6,University of Houston,denied
cgoaksoh,"University of Nevada, Reno",denied
jgasonkj,Mercer University,pending
bfiremanjm,"California State University, East Bay",accepted
hpattesall2i,SUNY College of Environmental Science and Forestry,deferred
ccolefordrn,Mercer University,waitlisted
caymeri3,Franklin & Marshall College,accepted
vcovottikp,Gannon University,pending
hclowsleyqs,St Bonaventure University,waitlisted
bgrayerjj,University of San Diego,waitlisted
ryeendby,North Park University,denied
asmidmore54,Kalamazoo College,withdrawn
cpardalop,Central Connecticut State University,withdrawn
wscoughq1,Missouri University of Science and Technology,denied
dgardinerng,University of Richmond,withdrawn
jdelacosteg4,Carnegie Mellon University,deferred
jpowleslandm7,Centre College,deferred
kredhollsb2,Barnard College,accepted
tmurpheyhq,Gettysburg College,accepted
dnuschke8g,Idaho State University,pending
mgregg5t,Rider University,withdrawn
adepinnahb,Gettysburg College,waitlisted
phayzerfa,Texas Christian University,pending
btarpeyqu,University of Alabama,accepted
jalessandrinias,Rice University,pending
dbabinski6k,Wagner College,denied
nlendremob,Clarkson University,denied
sstatter7k,Washington & Jefferson College,pending
cbeggini59,Rider University,withdrawn
lsutherelt,University of Montana,pending
vcovottikp,University of Delaware,accepted
jschneidar3z,Idaho State University,accepted
rtolhurst3q,Lawrence Technological University,denied
bantonowicz85,Illinois College,waitlisted
lharriskinek1,Stony Brook University,pending
kgildeam4,University of Arkansas,deferred
tbruckmanh7,Gordon College,waitlisted
btredgolda3,Manhattan College,denied
wslattened,Merrimack College,withdrawn
ggroom35,Merrimack College,waitlisted
sgermanij,Gettysburg College,deferred
wchamah,University of Alabama,deferred
cbroxholmej1,North Park University,deferred
dlouther5,Utah State University,waitlisted
bdresserk3,Westmont College,waitlisted
mgregg5t,"University of Nevada, Reno",pending
hwakeford40,New Jersey Institute of Technology,deferred
ktrineman9q,Missouri University of Science and Technology,accepted
nkelloway9d,"University of California, Santa Cruz",denied
bamayaeb,Drexel University,waitlisted
amattkegb,Eastern Washington University,denied
flummasana3i,Centre College,pending
gfigliovannil3,Temple University,waitlisted
cwardhawn0,Smith College,deferred
gsillsd9,Eastern Washington University,withdrawn
bocheltree36,Gannon University,waitlisted
qpowdrilllk,Gannon University,withdrawn
bamayaeb,University of Maine,pending
ncaldwallc4,New York University,waitlisted
gireson5d,University of Montana,pending
mjentzsch4h,Saint Louis University,denied
cdunnanaj,Eastern Illinois University,pending
akleinlererrh,Franklin & Marshall College,denied
pfarensp0,Merrimack College,accepted
smcgoldrick81,New York University,withdrawn
rhandscombedj,Centre College,deferred
ksalliern9,Florida Gulf Coast University,deferred
mcawkwellmj,School of the Art Institute of Chicago,denied
bcosleybo,Samford University,denied
mswanjr,St Bonaventure University,withdrawn
vcurreyo,Smith College,deferred
kiglesiagr,Vassar College,deferred
alindroi5,Texas Christian University,accepted
smarriagedx,North Park University,deferred
bsextins,University of Hartford,denied
hedes1j,Missouri University of Science and Technology,accepted
asantelloiq,Indiana University Bloomington,withdrawn
lfilipponeaz,University of Utah,deferred
ntosspellig,Texas Christian University,waitlisted
shappsm0,Drexel University,deferred
dabsonj9,Clarkson University,withdrawn
