userid,college,status
smcnamee4k,University of Montana,accepted
afilippovn6,Saint Louis University,accepted
snorthcoted5,Centre College,denied
rdraijerd4,Gettysburg College,waitlisted
jlarkingsnf,Kennesaw State University,pending
ajaquiss6a,Berry College,pending
jrotham7b,Berry College,deferred
rloftier2,"California State University, East Bay",deferred
pduns5y,Merrimack College,waitlisted
rbrowell4z,Reed College,denied
vdaughtreyph,Franklin & Marshall College,waitlisted
smuncaster58,Gannon University,waitlisted
geady2c,Eastern Illinois University,accepted
lallot3,Carnegie Mellon University,pending
pcochhf,Texas Christian University,waitlisted
febblesk4,"University of Nevada, Las Vegas",pending
mknevetpb,University of Montana,accepted
smuncaster58,University of Illinois at Chicago,denied
cminihanpi,Clarkson University,withdrawn
mnormavilleos,Suffolk University,pending
rcoshamk6,Rice University,denied
dtunnacliffenc,Central Connecticut State University,waitlisted
gdanaharh4,Lawrence Technological University,waitlisted
pchevolleau5m,Hendrix College,deferred
bhastygo,DePauw University,pending
kcotter2z,Colorado College,pending
fyushkinol,Eastern Washington University,deferred
rlarkworthyo6,University of Montana,deferred
kpetraitisko,DePauw University,waitlisted
khickenbottomcn,New Jersey Institute of Technology,deferred
mriddalldf,John Carroll University,waitlisted
dyessonfr,Indiana University Bloomington,withdrawn
alauder45,Smith College,accepted
bdomenyhm,Berry College,waitlisted
jschneidar3z,School of the Art Institute of Chicago,pending
ccreminge,Drake University,denied
zdissr6,Saint Louis University,withdrawn
chowcroft8d,Suffolk University,waitlisted
hedes1j,St Bonaventure University,denied
tkiebes1p,Drexel University,pending
rfenbyg6,The College of St Scholastica,accepted
kcogginau,DePauw University,withdrawn
apurkessqe,SUNY College of Environmental Science and Forestry,deferred
rlangrishg3,Mercer University,accepted
hfraczkiewiczo5,Eastern Washington University,accepted
lantonowiczrb,Temple University,waitlisted
ekelingpa,Campbell University,pending
jbaggedq,Massachusetts Institute of Technology,deferred
rhandscombedj,St Bonaventure University,accepted
uhavikb8,University of Arkansas,accepted
bdresserk3,Samford University,deferred
abreedb4,Nova Southeastern University,waitlisted
cwardhawn0,Centre College,withdrawn
lsuttie4w,School of the Art Institute of Chicago,pending
kstoyellok,American University,deferred
lsouthby3l,Franklin & Marshall College,waitlisted
cbeggini59,Drake University,deferred
mlingke,Lawrence Technological University,denied
slabonqa,Texas Christian University,denied
pphython1e,Nova Southeastern University,denied
bcroughan34,Franklin & Marshall College,pending
iosbornep,Illinois College,withdrawn
mreadwinglh,Rider University,denied
hwortmanno,Smith College,withdrawn
leatonaf,Gettysburg College,waitlisted
kseagek9,Gordon College,accepted
cthelwllj3,Rochester Institute of Technology,waitlisted
lovittspc,University of Massachusetts Amherst,pending
jvarney4n,Westmont College,deferred
cbruna90,Colorado College,withdrawn
lbagem,Westmont College,waitlisted
lsuttie4w,Clarkson University,pending
bjanssonn1,Merrimack College,pending
gdundendale32,Mercer University,denied
uoxfordei,Providence College,denied
tbruckmanh7,University of Central Florida,waitlisted
dgebuhreu,Missouri University of Science and Technology,waitlisted
pgrelikaa,University of Alabama at Birmingham,deferred
fpolglazecm,John Carroll University,waitlisted
ldrysdellhl,Kalamazoo College,accepted
dvockings4d,DePaul University,withdrawn
arembrandtnd,Drake University,accepted
btarpeyqu,"California State University, Monterey Bay",accepted
rpreatore5,University of Arizona,withdrawn
sdeenyin,Northwestern University,withdrawn
bgunderson47,Roger Williams University,deferred
rraynerb9,Drake University,denied
fwestbrook5l,Moravian College,pending
isymesjq,University of Massachusetts Amherst,pending
pvaneedene7,University of Alabama at Birmingham,denied
mdroogan6l,North Park University,accepted
edavydychev92,SUNY College of Environmental Science and Forestry,waitlisted
cdinwoodiee3,Rochester Institute of Technology,denied
bzimmeri4,Franklin & Marshall College,pending
mcarlettil0,Texas Christian University,withdrawn
tchastan7o,Centre College,denied
sribeygw,Moravian College,accepted
mduvalqv,Suffolk University,denied
sdeenyin,University of Houston,pending
nboulsherqo,Utah State University,denied
diczokvitzdy,University of Delaware,withdrawn
kfreakj4,Siena College,withdrawn
olabdon2k,"California State University, Fresno",denied
pjester,Wagner College,deferred
sspringhampz,St Bonaventure University,withdrawn
srankling6i,University of Arizona,denied
gbuttlerf0,University of Utah,pending
mwinsper14,American University,pending
eroufbp,Kalamazoo College,pending
tkemmisz,Smith College,accepted
bpedrielli6n,Hendrix College,accepted
mborkett6w,"University of Nevada, Las Vegas",accepted
aglanert4s,"University of California, Davis",deferred
bbosse7t,Mount Holyoke College,withdrawn
rromaintog,"University of Nevada, Las Vegas",pending
gcroncheyie,Williams College,deferred
bbute3u,Suffolk University,pending
bpinnion5u,University of Houston,withdrawn
emedddm,Drake University,waitlisted
llossman4o,Hendrix College,accepted
pgotch3v,University of Alabama at Birmingham,denied
agurtonqm,Roger Williams University,accepted
mshellard5j,Clarkson University,deferred
csidnell23,Vassar College,deferred
graith3p,School of the Art Institute of Chicago,accepted
mderuelom,Westmont College,denied
pfarensp0,Transylvania University,waitlisted
rhamlyg9,Kalamazoo College,waitlisted
tmurpheyhq,"University of California, Santa Cruz",waitlisted
afader95,University of Kentucky,waitlisted
apaskinsro,Utah State University,accepted
jdelacosteg4,Reed College,accepted
gsidebothamcp,"University of California, Davis",withdrawn
bludlow2o,Gordon College,withdrawn
rtowsdi,Idaho State University,accepted
tchastan7o,University of Massachusetts Amherst,accepted
jpantonecu,University of Maine,withdrawn
nlucchij7,Hope College,denied
cneligank5,Hendrix College,accepted
graith3p,Iona College,denied
kfloyd4u,Stevenson University,denied
esellerkh,Utah State University,waitlisted
jcharlwoodao,Roger Williams University,deferred
sturley3y,Rochester Institute of Technology,denied
rbrucen5,Hope College,pending
kmullalynn,Samford University,waitlisted
jorgen5s,University of Utah,withdrawn
sduffreea6,The College of Wooster,denied
chowcroft8d,"University of Nevada, Reno",deferred
hslaghtga,"University of Nevada, Reno",denied
afranktonb3,Transylvania University,accepted
amorsonmr,University of Alabama,deferred
rdodsworthdr,University of Hartford,accepted
klassells8s,Gordon College,deferred
bgunderson47,Illinois College,withdrawn
lcampor0,"California State University, East Bay",withdrawn
erudderhamn3,University of Illinois at Chicago,accepted
lantognellimb,Mississippi State University,withdrawn
xbrum3g,Manhattan College,waitlisted
zmarchent1d,Mount Holyoke College,deferred
bkinnerleyr1,Clarkson University,pending
ktrineman9q,Providence College,withdrawn
pmaharey12,Roger Williams University,accepted
knurse21,Barnard College,pending
pbonasm8,Utah State University,waitlisted
dmacalindeng1,Massachusetts Institute of Technology,denied
hdenisyevle,Siena College,deferred
fsachnoiw,University of Illinois at Chicago,waitlisted
lfardellh0,Reed College,pending
rabdeya7,Suffolk University,waitlisted
stoffts7q,Mississippi State University,accepted
cpardalop,Mississippi State University,withdrawn
labbetshh,Texas Christian University,waitlisted
mdoiley1m,Mount Holyoke College,withdrawn
jvarney4n,University of Arizona,accepted
sminguetkf,Merrimack College,pending
cprisen4,Providence College,waitlisted
jdesbrowlb,New Jersey Institute of Technology,waitlisted
acarpenter8n,San Diego State University,denied
elaurentygk,Westmont College,denied
cmunceybb,"California State University, Monterey Bay",deferred
ftrott27,University of Hartford,withdrawn
caymeri3,University of Arkansas,waitlisted
pduns5y,University of Illinois at Chicago,deferred
caymeri3,"University of California, Santa Cruz",deferred
ljanjusevico8,University of Houston,pending
qpowdrilllk,New Jersey Institute of Technology,pending
cminihanpi,University of Utah,waitlisted
mkrebso2,Siena College,denied
jtipler3k,Smith College,waitlisted
acornew1h,Eastern Illinois University,deferred
tlacasepm,Indiana University Bloomington,denied
rduggary98,Gettysburg College,pending
gfrottonih,New Jersey Institute of Technology,waitlisted
bhopferev,University of Montana,accepted
bshowers4,Franklin & Marshall College,waitlisted
ogillamoa,Roger Williams University,accepted
cgodlipnz,"University of Nevada, Las Vegas",accepted
bseppeyg8,New York University,pending
asollarsea,Drake University,withdrawn
eitzcovichchc6,Northwestern University,withdrawn
gfigliovannil3,Nova Southeastern University,denied
lcarlesso1g,Saint Louis University,accepted
kgianettinipt,The College of St Scholastica,waitlisted
acarnowm6,Missouri University of Science and Technology,withdrawn
efarraway8x,Lawrence Technological University,deferred
hclowsleyqs,Clarkson University,deferred
gconiamce,Drexel University,deferred
menrigoe8,Carnegie Mellon University,waitlisted
ebirks89,University of Illinois at Chicago,waitlisted
hpattesall2i,Massachusetts Institute of Technology,pending
garrellqi,Utah State University,waitlisted
jpantonecu,University of Arizona,accepted
estorer6j,"University of Nevada, Las Vegas",denied
gledingtonhy,Massachusetts Institute of Technology,pending
oroskrug83,Lawrence Technological University,waitlisted
fdillestonmg,Illinois College,accepted
tgaroghanon,DePaul University,deferred
dhuncootmx,Princeton University,accepted
kseagek9,St Bonaventure University,denied
tswannie1o,Moravian College,withdrawn
febblesk4,"California State University, East Bay",accepted
bswale7e,Gannon University,accepted
snys9c,Fordham University,withdrawn
cfeatherbieks,Suffolk University,withdrawn
agurtonqm,American University,denied
pridsdoleh1,University of Alabama at Birmingham,denied
sribeygw,University of Hartford,deferred
srankling6i,Campbell University,waitlisted
chowcroft8d,University of Central Florida,denied
charbinis,Berry College,waitlisted
gbuttlerf0,"University of California, Santa Barbara",pending
mprimett25,Mississippi State University,waitlisted
grhydderchjc,Florida Gulf Coast University,deferred
imarchington8u,Missouri University of Science and Technology,waitlisted
kstoyellok,Centre College,denied
hbrittonerbv,Centre College,deferred
lsouthby3l,University of Massachusetts Amherst,accepted
ldrableex,Rider University,deferred
loreilly2m,Nova Southeastern University,deferred
cdinwoodiee3,University of Arkansas,waitlisted
bfiremanjm,Texas Tech University,waitlisted
aleonardi9e,Mississippi State University,withdrawn
rhamlyg9,New Jersey Institute of Technology,denied
dfollet51,Carnegie Mellon University,deferred
apail97,Central Connecticut State University,withdrawn
jmacklambf,Lawrence Technological University,accepted
gmundowl9,Transylvania University,waitlisted
cleall7h,Smith College,denied
bgrottynv,Wagner College,deferred
kcookleygp,Gannon University,accepted
mrenakly,Kalamazoo College,accepted
bscrivener5w,Clarkson University,accepted
wgiabucci2v,Washington & Jefferson College,waitlisted
crichenspq,Hope College,waitlisted
khynsondb,"California State University, Fresno",deferred
phammersley1w,John Carroll University,denied
cfewp4,St Bonaventure University,accepted
mgrebnerpp,Gannon University,pending
loguzi2,Kalamazoo College,deferred
hfraczkiewiczo5,University of Massachusetts Amherst,pending
mtremlettad,Vassar College,deferred
amccarlot,"University of California, Santa Cruz",deferred
zdissr6,Indiana University Bloomington,pending
mvint7y,Providence College,accepted
egaskarth9y,American University,denied
lallot3,University of Arizona,pending
alowndsbroughfi,Nova Southeastern University,waitlisted
sstatter7k,Kennesaw State University,withdrawn
kcowperjo,Texas Tech University,waitlisted
chrinchishincj,Eastern Illinois University,pending
kphilliskirkrl,Colorado College,withdrawn
jfilippozzidv,Reed College,accepted
kkolyaginmk,Colorado College,accepted
fgateleyc9,University of Massachusetts Amherst,denied
lgiddensey,North Park University,pending
mallchornde,Colorado College,denied
jpantonecu,Central Connecticut State University,pending
kvolkers33,Hendrix College,denied
rtombleson4l,University of Arizona,withdrawn
bkoppked1,Suffolk University,deferred
arembrandtnd,Wagner College,waitlisted
flightbourn70,Reed College,accepted
abesseq,Merrimack College,accepted
pphython1e,DePaul University,denied
anittom9,DePauw University,denied
rbrowell4z,University of Illinois at Chicago,waitlisted
etamblingbk,Washington & Jefferson College,withdrawn
tfeltennp,Mount Holyoke College,deferred
tmurpheyhq,Illinois College,accepted
rannellct,New Jersey Institute of Technology,waitlisted
fbellochc3,University of Arizona,waitlisted
cbellinooo,DePauw University,denied
bneubiginfb,SUNY College of Environmental Science and Forestry,withdrawn
acutressix,Hope College,denied
jyelding2n,Illinois College,waitlisted
gmedewaylx,Suffolk University,denied
mjentzsch4h,Barnard College,denied
padin65,Kalamazoo College,pending
dmitchleyow,Gettysburg College,withdrawn
adanelutti5b,Colgate University,waitlisted
nspleving8b,School of the Art Institute of Chicago,denied
ltrippiy,Moravian College,deferred
mswanjr,Mercer University,accepted
kstoyellok,American University,withdrawn
ahadigatejg,Hendrix College,deferred
rloftinf1,Mercer University,denied
apail97,St Bonaventure University,deferred
ttanseyd,Colorado College,waitlisted
abreedb4,University of Central Florida,waitlisted
jstobartq2,Drexel University,waitlisted
cjermyc0,Nova Southeastern University,pending
gralton9,The College of St Scholastica,denied
pduns5y,Texas Tech University,denied
eaviss2p,Gordon College,waitlisted
mwinsper14,University of Alabama at Birmingham,withdrawn
smcnamee4k,Salve Regina University,pending
loreilly2m,Fordham University,accepted
ejosephsenpg,Westmont College,pending
swylemangd,New Jersey Institute of Technology,pending
seaggerjn,SUNY College of Environmental Science and Forestry,withdrawn
kcowperjo,Centre College,accepted
ahadigatejg,Colgate University,denied
tgaroghanon,Providence College,denied
kantognonibr,Eastern Illinois University,withdrawn
tculshewh9,Manhattan College,pending
dbabinski6k,"California State University, Monterey Bay",waitlisted
nmish7p,"University of California, Davis",deferred
acornew1h,Manhattan College,deferred
cmackeeg2l,Franklin & Marshall College,pending
ncasterotbe,The College of Wooster,withdrawn
dshrawley72,St Bonaventure University,deferred
rmabbf7,SUNY College of Environmental Science and Forestry,accepted
tdarthe50,School of the Art Institute of Chicago,waitlisted
cmarfe3a,Suffolk University,denied
vrolin71,New Jersey Institute of Technology,denied
klassells8s,Colgate University,pending
lharriskinek1,Kalamazoo College,denied
mritmeier88,DePauw University,withdrawn
gjentinjy,William Jewell College,pending
chowcroft8d,The College of Wooster,denied
kdyte4t,Providence College,denied
padin65,University of Montana,denied
arembrandtnd,University of Massachusetts Amherst,pending
kseagek9,Westmont College,waitlisted
bparrishlq,University of Montana,denied
cfennelowb,Fordham University,deferred
eplowelldd,Centre College,denied
bswale7e,"California State University, East Bay",accepted
tnewcomelp,Manhattan College,accepted
fwestbrook5l,Northwestern University,withdrawn
rsheilds56,DePaul University,waitlisted
evellden69,Central Connecticut State University,deferred
eroufbp,Utah State University,pending
ebilesd3,St Bonaventure University,withdrawn
rpoldingeh,The College of St Scholastica,withdrawn
jgasonkj,University of Alabama,accepted
sjiruchre,Utah State University,deferred
fdillestonmg,University of Massachusetts Amherst,pending
wgiabucci2v,University of Utah,pending
agrzeszczykfw,Princeton University,denied
eclynmanov,DePauw University,deferred
onorval96,Central Connecticut State University,accepted
rabdeya7,Texas Christian University,waitlisted
varrelldh,University of Maine,withdrawn
bgoschalkhn,Franklin & Marshall College,denied
tlacasepm,Massachusetts Institute of Technology,accepted
eaviss2p,"University of California, Davis",waitlisted
pmaharey12,Hendrix College,denied
cprescotha,Central Connecticut State University,withdrawn
cmacbane6,DePaul University,waitlisted
smeadusg,Transylvania University,denied
gdonnersberggc,"University of Nevada, Reno",denied
aspehrq4,Stony Brook University,accepted
nivanyushkinnr,Siena College,accepted
fgateleyc9,Indiana University Bloomington,accepted
cbruna90,The College of Wooster,pending
lmcilhatton9z,Clarkson University,waitlisted
mritmeier88,Suffolk University,pending
slanfranchi1n,University of Alabama,withdrawn
kkroutmm,Transylvania University,deferred
cjouannotla,Smith College,accepted
ccorrettan,Rochester Institute of Technology,deferred
jgasonkj,San Diego State University,pending
mmonaghan8,"University of Nevada, Las Vegas",withdrawn
wtrapp5o,Siena College,pending
cbrigdalegt,Rochester Institute of Technology,denied
wchamah,Saint Louis University,pending
khodgin3e,"University of California, Davis",waitlisted
jbaggedq,Washington & Jefferson College,pending
pweeksho,"University of Nevada, Las Vegas",accepted
acornew1h,Kennesaw State University,waitlisted
wstallworthy15,Missouri University of Science and Technology,accepted
mgert6h,University of Richmond,denied
vashbrookb5,Barnard College,deferred
gparelloe,Rice University,pending
agoldup9r,Iona College,accepted
smcnamee4k,John Carroll University,withdrawn
fprobettsac,New Jersey Institute of Technology,denied
mgresswellat,Gettysburg College,denied
kdigiorgiojz,Clarkson University,deferred
rpoldingeh,University of Utah,withdrawn
bverlingf2,Lawrence Technological University,pending
gsidebothamcp,Stony Brook University,pending
mdewolfeab,Drexel University,denied
amccarlot,SUNY College of Environmental Science and Forestry,denied
pbonasm8,Westmont College,denied
cdinwoodiee3,Gannon University,withdrawn
vcasassai8,Barnard College,deferred
lsealy5f,Eastern Washington University,accepted
tkummerlowepw,University of Alabama at Birmingham,denied
eivanikov2q,Indiana University Bloomington,deferred
grubinowitsch9t,Roger Williams University,pending
dfollet51,University of Kentucky,waitlisted
dcanape80,Merrimack College,deferred
mcaudelierdl,University of Illinois at Chicago,accepted
vjilesqg,Temple University,denied
dsparyp1,Reed College,deferred
vashbrookb5,Stony Brook University,accepted
tkummerlowepw,Eastern Illinois University,accepted
tkemmisz,Indiana University Bloomington,denied
priep19,Rider University,deferred
ageipel17,Nova Southeastern University,pending
lkomorowskigm,Wagner College,withdrawn
gcroncheyie,University of Kentucky,withdrawn
nlendremob,John Carroll University,accepted
wchamah,Siena College,waitlisted
jbernakiewiczcs,Kalamazoo College,withdrawn
gpeiroi0,San Diego State University,waitlisted
mgolthorppc,University of Montana,pending
tsandcrafti9,Utah State University,deferred
dyessonfr,Clarkson University,withdrawn
bswale7e,Gannon University,accepted
zroelofsenkd,Mercer University,waitlisted
hbrittonerbv,Franklin & Marshall College,pending
aowensony,John Carroll University,withdrawn
ncasterotbe,Carnegie Mellon University,deferred
lritson4f,Clarkson University,waitlisted
mhammerberger2,Hendrix College,deferred
itousey22,Northwestern University,deferred
trettiema,William Jewell College,denied
mvossejb,Princeton University,withdrawn
swylemangd,Colorado College,pending
dlaurencot8r,Providence College,pending
cmosconkq,Northwestern University,denied
tbartleetkc,Roger Williams University,denied
kbesson5z,The College of St Scholastica,deferred
ibartholomew3s,Samford University,accepted
sneediu,Massachusetts Institute of Technology,pending
apurkessqe,Iona College,denied
kcleareb6,Transylvania University,pending
gmundowl9,Centre College,accepted
snys9c,The College of St Scholastica,denied
tbreakwellh6,University of Montana,deferred
ebirks89,University of Houston,waitlisted
atetherf5,Indiana University Bloomington,accepted
ciashviliky,"California State University, East Bay",withdrawn
tmeadwayd8,University of Houston,accepted
hbrittonerbv,Drake University,deferred
awaddamsl7,University of Kentucky,deferred
norteltgf,Centre College,denied
rtolhurst3q,St Bonaventure University,waitlisted
smcgoldrick81,Drexel University,withdrawn
mcellone7g,Williams College,withdrawn
asollarsea,Suffolk University,waitlisted
aputtrelldw,Idaho State University,withdrawn
rgeater91,Idaho State University,deferred
ebulgen94,Gettysburg College,withdrawn
aemmattnw,Fordham University,accepted
dmechemb1,Manhattan College,accepted
wbosketfh,Stevenson University,accepted
rdriverj0,Nova Southeastern University,deferred
tbengalx,Westmont College,deferred
kcookleygp,Gettysburg College,pending
asapir7a,University of Alabama,deferred
ahadigatejg,William Jewell College,withdrawn
zroelofsenkd,Campbell University,waitlisted
gmarcome7r,University of Arkansas,withdrawn
kdyte4t,Gannon University,accepted
dgimenezje,Mississippi State University,denied
mfretwelllc,Mississippi State University,withdrawn
bpritchittme,Eastern Illinois University,denied
kkinavana4,Massachusetts Institute of Technology,denied
jboddyld,Roger Williams University,waitlisted
tswannie1o,Berry College,accepted
sgoodlife7,Franklin & Marshall College,denied
atetherf5,Hope College,denied
ageffcock2t,Transylvania University,accepted
eduddypk,University of Arkansas,pending
nwhitneykt,Gordon College,denied
vcovottikp,Gannon University,waitlisted
jalessandrinias,"University of Nevada, Las Vegas",withdrawn
kstorey99,University of Hartford,pending
bpinnion5u,Drake University,denied
smeadusg,Wagner College,waitlisted
wmetzing42,New York University,deferred
dgladdis3w,DePaul University,waitlisted
cfilpi8m,Clarkson University,accepted
bkinnerleyr1,American University,denied
cmunceybb,Lawrence Technological University,pending
ajaquiss6a,DePaul University,denied
smcgoldrick81,Gordon College,denied
cneesonki,"University of California, Santa Cruz",pending
dduddyg5,University of San Diego,denied
tkummerlowepw,The College of Wooster,denied
kkinavana4,University of Alabama at Birmingham,waitlisted
pbiscop2,University of Alabama,pending
phammersley1w,University of Richmond,waitlisted
cbeernt9h,University of Central Florida,denied
tampsrr,Idaho State University,deferred
ckorthu,Williams College,denied
jyelding2n,Idaho State University,deferred
vcurreyo,Indiana University Bloomington,pending
gseedsb0,Hope College,denied
kphilliskirkrl,New Jersey Institute of Technology,withdrawn
gdanaharh4,University of Hartford,denied
bfairbournbm,Hendrix College,deferred
hteschecy,"University of Nevada, Las Vegas",accepted
sturley3y,Rider University,pending
kcowperjo,Williams College,deferred
ftomlinson2f,Princeton University,pending
trettiema,DePauw University,waitlisted
hgoodramlu,Rider University,deferred
seaggerjn,"California State University, Fresno",waitlisted
aioselev7n,Stony Brook University,accepted
cprescotha,The College of St Scholastica,withdrawn
flomiscz,University of Delaware,denied
dfrancesch2s,University of Massachusetts Amherst,pending
hmarczykek,Carnegie Mellon University,withdrawn
rloftier2,Eastern Illinois University,withdrawn
crubinovitchhz,Salve Regina University,waitlisted
rdrevermy,University of Maine,pending
isymesjq,Mississippi State University,pending
ahamflett9u,University of Illinois at Chicago,deferred
gdundendale32,Hope College,pending
acarpenter8n,Hendrix College,denied
evellden69,San Diego State University,deferred
hmargetson7x,Florida Gulf Coast University,deferred
eduddypk,Illinois College,accepted
kvarnalsl4,Williams College,accepted
evellden69,Clarkson University,waitlisted
bofahertyo7,Gannon University,pending
jvarney4n,Kalamazoo College,pending
alivettpu,University of Montana,accepted
sgermanij,University of Central Florida,withdrawn
bnesterovil,University of Houston,denied
cfewp4,Stevenson University,waitlisted
cisaacsondc,University of Alabama,accepted
sgermanij,William Jewell College,withdrawn
sturley3y,Mount Holyoke College,waitlisted
mmcasgillpn,"University of Nevada, Las Vegas",denied
cneesonki,Drake University,waitlisted
kmcalpin4x,University of Montana,deferred
kcorkerch,Berry College,waitlisted
mkeenleyside5e,Florida Gulf Coast University,waitlisted
lschohier2u,University of Arkansas,deferred
rmincini5a,DePauw University,deferred
isneesbyor,Barnard College,denied
ereed9f,"California State University, Monterey Bay",pending
hkitchingnm,Eastern Illinois University,deferred
gmogenotoz,Fordham University,denied
ereed9f,Eastern Illinois University,accepted
pearengeyit,Missouri University of Science and Technology,accepted
bhastygo,Lawrence Technological University,accepted
eantwisrf,Fordham University,denied
egaskarth9y,Indiana University Bloomington,deferred
hhillbornef9,Mercer University,waitlisted
cmunceybb,University of San Diego,denied
diczokvitzdy,University of Kentucky,withdrawn
shappsm0,Gannon University,withdrawn
nspleving8b,Drexel University,accepted
jgasonkj,University of Richmond,deferred
jsarjent6v,Colorado College,withdrawn
dnuschke8g,Williams College,withdrawn
glunamfk,Saint Louis University,deferred
sbegwellnl,Central Connecticut State University,waitlisted
etilfordik,University of Alabama,withdrawn
gpeiroi0,Stevenson University,accepted
bzimmeri4,Westmont College,waitlisted
tmarrablee,"University of Nevada, Las Vegas",waitlisted
hfavelleoq,Reed College,deferred
gfigliovannil3,Smith College,waitlisted
kfloyd4u,Providence College,accepted
flomiscz,Stony Brook University,pending
rarnor7,Siena College,accepted
tgaroghanon,SUNY College of Environmental Science and Forestry,withdrawn
flummasana3i,University of Alabama at Birmingham,denied
cgiddy3j,William Jewell College,withdrawn
cpierson4q,Eastern Illinois University,deferred
jandreacciohs,Franklin & Marshall College,pending
wslattened,Fordham University,withdrawn
jreadbl,DePaul University,denied
cvalenssmithjw,SUNY College of Environmental Science and Forestry,withdrawn
colenikov8k,Drake University,accepted
nmeir8a,University of Hartford,denied
kaggas2b,North Park University,withdrawn
cprisen4,School of the Art Institute of Chicago,deferred
sratcliffe1b,Massachusetts Institute of Technology,pending
dfaulconbridge75,Mercer University,pending
adesportkm,Stony Brook University,accepted
mrenakly,Hendrix College,waitlisted
gshambroke38,Eastern Washington University,waitlisted
obatesonjk,Transylvania University,waitlisted
twabbps,Temple University,pending
cpardalop,Massachusetts Institute of Technology,deferred
kseagek9,Wagner College,deferred
grubinowitsch9t,University of Alabama at Birmingham,deferred
khodgin3e,The College of St Scholastica,accepted
rclemmey46,"University of California, Davis",deferred
kfloyd4u,"California State University, East Bay",withdrawn
bshowers4,Franklin & Marshall College,deferred
sdeenyin,University of Massachusetts Amherst,accepted
pfarensp0,"University of California, Santa Barbara",deferred
hhillbornef9,Saint Louis University,denied
hmargetson7x,Manhattan College,waitlisted
ahamstead16,Saint Louis University,accepted
smcgoldrick81,Moravian College,waitlisted
rtoffanellini,Barnard College,waitlisted
gtreharnek2,Merrimack College,denied
fsachnoiw,Hope College,withdrawn
grigtsc1,The College of Wooster,deferred
zarstallci,Franklin & Marshall College,deferred
tkiefer6c,Providence College,waitlisted
rledinghameg,Gannon University,accepted
hmarczykek,University of Utah,deferred
abreedb4,Roger Williams University,pending
pjester,University of Delaware,deferred
llindholm4g,Texas Tech University,denied
gbuttlerf0,John Carroll University,waitlisted
egonthardjx,Mississippi State University,pending
rbrowell4z,Fordham University,waitlisted
lvogel4y,New Jersey Institute of Technology,deferred
ncervantespv,The College of St Scholastica,accepted
sderislya9,"University of Nevada, Las Vegas",waitlisted
knurse21,Clarkson University,denied
gohagan9b,Centre College,deferred
tlacasepm,University of San Diego,denied
slongwoodbg,Providence College,denied
lpretswelldz,The College of Wooster,pending
mpaleyou,"University of California, Davis",withdrawn
rmackain1a,University of Arkansas,deferred
marrbt,Samford University,withdrawn
lfairhamkv,SUNY College of Environmental Science and Forestry,denied
rlindophd,Merrimack College,waitlisted
lantognellimb,"University of California, Davis",pending
agrzeszczykfw,Carnegie Mellon University,pending
leatonaf,Rice University,denied
pbiscop2,School of the Art Institute of Chicago,deferred
kcogginau,University of Maine,withdrawn
khynsondb,"University of California, Santa Cruz",pending
mviney77,Temple University,deferred
fdulinty4e,Centre College,accepted
sscolefc,"University of Nevada, Reno",waitlisted
mderuelom,University of San Diego,withdrawn
bjanssonn1,University of San Diego,pending
wscoughq1,The College of Wooster,pending
hmarczykek,Barnard College,accepted
kbraddick5p,University of Houston,pending
afranzonellopy,University of Maine,withdrawn
fschiementzrc,Hope College,denied
atetherf5,"University of Nevada, Reno",waitlisted
bseppeyg8,Massachusetts Institute of Technology,pending
hhillbornef9,Eastern Illinois University,pending
fmolenhg,Kalamazoo College,waitlisted
bcrossgv,North Park University,accepted
pmacilriach5k,Mercer University,withdrawn
pagiolfingerhp,University of Utah,withdrawn
apurkessqe,Carnegie Mellon University,accepted
wbosketfh,The College of Wooster,withdrawn
bharfoot82,Florida Gulf Coast University,withdrawn
kseagrove9x,Vassar College,pending
phammersley1w,"University of California, Santa Cruz",deferred
jchoatrm,Siena College,waitlisted
pbardillfu,Illinois College,waitlisted
rpreatore5,University of Hartford,pending
dneemet,Carnegie Mellon University,waitlisted
bdesimoniba,Williams College,pending
dhindenbergerq,SUNY College of Environmental Science and Forestry,withdrawn
ktudgay8v,Franklin & Marshall College,accepted
soreaganku,University of San Diego,deferred
rabdeya7,Rochester Institute of Technology,waitlisted
pjester,Berry College,denied
pmaharey12,"California State University, Monterey Bay",withdrawn
asollarsea,University of San Diego,accepted
pmacilriach5k,Manhattan College,accepted
smeadusg,Smith College,pending
kphilliskirkrl,University of Montana,pending
lritson4f,"University of Nevada, Reno",withdrawn
jpantonecu,Moravian College,deferred
kkroutmm,"University of California, Santa Cruz",deferred
llindholm4g,Roger Williams University,pending
evellden69,Drexel University,waitlisted
dmattevill,William Jewell College,pending
aioselev7n,University of Illinois at Chicago,deferred
ldrysdellhl,Gordon College,accepted
agillesonm1,Berry College,denied
amittoniv,Drake University,deferred
rlarkworthyo6,Texas Tech University,denied
amccarlot,Salve Regina University,withdrawn
khodgin3e,Wagner College,withdrawn
mlingke,Saint Louis University,waitlisted
khodgin3e,University of Alabama at Birmingham,waitlisted
ccolefordrn,San Diego State University,waitlisted
mtozerdt,Hope College,pending
tserrell18,Saint Louis University,withdrawn
jcharlwoodao,Salve Regina University,pending
bdesimoniba,Rider University,pending
pbiscop2,"University of Nevada, Las Vegas",accepted
lharriskinek1,St Bonaventure University,deferred
lsuttie4w,School of the Art Institute of Chicago,waitlisted
