userid,college,status
pkeaveic,University of Illinois at Chicago,pending
knurse21,Moravian College,accepted
jbrixey5,Fordham University,withdrawn
lsearlhj,Washington & Jefferson College,accepted
tlacasepm,University of Alabama at Birmingham,pending
rdyh5,John Carroll University,pending
nlendremob,American University,deferred
hmclernonfx,Suffolk University,accepted
bclandillon9s,University of Utah,accepted
cgoaksoh,Clarkson University,deferred
lbagem,University of Montana,deferred
alivettpu,Lawrence Technological University,accepted
smarriagedx,Gordon College,pending
sturley3y,University of Arizona,waitlisted
asotworthpe,Texas Christian University,withdrawn
bludlow2o,Barnard College,pending
istenner1s,"University of California, Santa Cruz",waitlisted
kprickett6t,"University of California, Santa Cruz",deferred
rbrowell4z,American University,withdrawn
obatesonjk,Roger Williams University,waitlisted
mstanclifferd,Mount Holyoke College,denied
tnewcomelp,University of Alabama at Birmingham,deferred
warbuckel0,University of Montana,denied
sderislya9,University of Montana,deferred
alambdonib,University of Arizona,waitlisted
pduns5y,University of Illinois at Chicago,pending
dstuddqr,Williams College,denied
dmattevill,Idaho State University,waitlisted
rtolhurst3q,Transylvania University,deferred
pchevolleau5m,Missouri University of Science and Technology,pending
pgotch3v,"University of California, Davis",deferred
geady2c,Barnard College,accepted
srankling6i,Smith College,pending
afranzonellopy,University of San Diego,denied
mcaudelierdl,Drake University,deferred
dringsell3t,"California State University, Fresno",pending
msherbourne10,Wagner College,deferred
lharriskinek1,Central Connecticut State University,deferred
cloffill7z,Centre College,waitlisted
rmidfordof,"University of Nevada, Reno",withdrawn
rgeater91,University of Massachusetts Amherst,deferred
aspehrq4,Rider University,withdrawn
ldrysdellhl,"University of California, Santa Cruz",accepted
sspringhampz,Lawrence Technological University,deferred
ndescoffierji,Wagner College,pending
tbengalx,DePauw University,withdrawn
ccomo4r,Gannon University,deferred
doxmw,Colgate University,pending
lmckernonrq,University of Massachusetts Amherst,waitlisted
bkyte8f,Smith College,pending
bparrishlq,University of Richmond,accepted
ldrysdellhl,DePauw University,waitlisted
ljanjusevico8,Colorado College,waitlisted
apicardam,The College of St Scholastica,accepted
tbarsama1,Central Connecticut State University,deferred
hraschcw,Gannon University,withdrawn
tscala1v,Wagner College,withdrawn
rdrevermy,Stevenson University,waitlisted
bgatchell6r,Eastern Washington University,accepted
rdriverj0,Hendrix College,denied
hteschecy,Roger Williams University,denied
dsparyp1,Roger Williams University,pending
kgentilgx,Idaho State University,pending
aspitaronu,University of Alabama at Birmingham,deferred
lantognellimb,Williams College,pending
rmackain1a,Providence College,denied
agarno3,DePaul University,deferred
ebilesd3,John Carroll University,deferred
mmosco6e,University of Hartford,deferred
jdelacosteg4,"University of Nevada, Las Vegas",denied
bfiremanjm,Mercer University,waitlisted
jkarpfr4,Rice University,pending
mtremlettad,Indiana University Bloomington,waitlisted
adingle57,Campbell University,withdrawn
wstannasmz,"California State University, East Bay",accepted
shappsm0,New Jersey Institute of Technology,accepted
iankerii,Reed College,pending
ccrucesfs,University of Massachusetts Amherst,deferred
rchevolleau43,Gordon College,waitlisted
cleblond7i,University of Hartford,waitlisted
pbiscop2,Gordon College,deferred
ggrissett4c,William Jewell College,denied
atottieq7,University of Arkansas,deferred
ckenneway9i,Massachusetts Institute of Technology,accepted
beplategj,Central Connecticut State University,withdrawn
kcorkerch,Lawrence Technological University,accepted
kgianettinipt,Campbell University,denied
alivettpu,The College of St Scholastica,deferred
tcottieoc,Fordham University,withdrawn
cloffill7z,New Jersey Institute of Technology,withdrawn
jtayloems,Centre College,denied
psheptones,University of Hartford,pending
agoldup9r,"University of California, Santa Cruz",waitlisted
smcgoldrick81,Northwestern University,withdrawn
adingle57,University of Montana,denied
dlaurencot8r,Illinois College,waitlisted
csidnell23,Saint Louis University,pending
dgebuhreu,Stevenson University,waitlisted
vtruran8p,Texas Tech University,deferred
cvalenssmithjw,Mississippi State University,waitlisted
afader95,University of Richmond,waitlisted
hwortmanno,Florida Gulf Coast University,waitlisted
rbertouloumepl,The College of Wooster,pending
bverlingf2,Princeton University,denied
qpowdrilllk,Gordon College,pending
nlucchij7,Saint Louis University,deferred
csitlintonlt,Merrimack College,deferred
kpetraitisko,Drexel University,accepted
soleahy8q,San Diego State University,accepted
kglanz6u,Lawrence Technological University,waitlisted
hfraczkiewiczo5,DePauw University,waitlisted
lmcpike44,Berry College,withdrawn
gpeiroi0,The College of St Scholastica,pending
slongwoodbg,Texas Tech University,deferred
rtolhurst3q,Mississippi State University,withdrawn
ttanslie7s,Eastern Washington University,denied
fibberson79,Gannon University,deferred
agurtonqm,Drake University,withdrawn
cdinwoodiee3,University of Massachusetts Amherst,denied
asapir7a,American University,denied
etrunbyf,Texas Tech University,waitlisted
lcarlesso1g,The College of St Scholastica,withdrawn
amorsonmr,University of Arkansas,denied
atitchmarshdk,Gannon University,withdrawn
qpalfreyman9p,Stevenson University,accepted
tmarrablee,DePauw University,denied
kmclaneqx,New York University,waitlisted
chowcroft8d,Colorado College,deferred
smeadusg,Siena College,pending
mwatmanqz,Illinois College,pending
bverlingf2,San Diego State University,waitlisted
olabdon2k,Eastern Illinois University,deferred
mborland7v,Drexel University,deferred
vjilesqg,"University of Nevada, Reno",pending
ftomlinson2f,Fordham University,waitlisted
mroseborougho4,Drake University,pending
sgudd8o,Princeton University,waitlisted
kbresnergz,Rice University,pending
geady2c,"California State University, Monterey Bay",withdrawn
garrellqi,Reed College,pending
kstorey99,SUNY College of Environmental Science and Forestry,withdrawn
acutressix,Campbell University,pending
rdrevermy,Illinois College,denied
egonthardjx,Washington & Jefferson College,denied
tetherson6s,"University of Nevada, Reno",denied
mwinsper14,Berry College,pending
emaccookk0,Gannon University,denied
gcogarpj,Colgate University,waitlisted
fprobettsac,St Bonaventure University,denied
dduddyg5,Mount Holyoke College,deferred
gtreharnek2,Indiana University Bloomington,withdrawn
msweedlandd7,New Jersey Institute of Technology,pending
fpirouet9j,Iona College,withdrawn
gfrottonih,San Diego State University,denied
ebulgen94,University of Hartford,withdrawn
vashbrookb5,North Park University,denied
kbesson5z,University of San Diego,accepted
esellerkh,SUNY College of Environmental Science and Forestry,denied
kprickett6t,University of Alabama,deferred
kglanz6u,Rochester Institute of Technology,deferred
mtubblenk,Massachusetts Institute of Technology,waitlisted
bfairbournbm,Gettysburg College,denied
ereed9f,University of San Diego,accepted
pgotch3v,University of Alabama,deferred
mmcasgillpn,Fordham University,accepted
hteschecy,University of Maine,withdrawn
msherbourne10,The College of St Scholastica,accepted
tbruckmanh7,University of Massachusetts Amherst,withdrawn
rledinghameg,Berry College,withdrawn
rpoldingeh,"California State University, Monterey Bay",withdrawn
esellerkh,Saint Louis University,waitlisted
eitzcovichchc6,Stevenson University,withdrawn
amccarlot,Lawrence Technological University,deferred
aioselev7n,University of Delaware,denied
kstainlandnx,Roger Williams University,deferred
tbrandinqt,Kennesaw State University,withdrawn
kkroutmm,Kennesaw State University,withdrawn
knurse21,Washington & Jefferson College,accepted
horumfe,Kennesaw State University,deferred
efarraway8x,"California State University, East Bay",deferred
imarquotfp,Hope College,deferred
drawdalesr8,Reed College,accepted
gbrocktonid,Eastern Illinois University,deferred
ohrinchishine6,Colorado College,deferred
eplowelldd,Smith College,waitlisted
dmacalindeng1,Clarkson University,waitlisted
rtrytsmando,Fordham University,withdrawn
mjouannye4,"University of California, Santa Cruz",withdrawn
sbanaszczyk2h,Washington & Jefferson College,withdrawn
atunnicliffehc,Drake University,withdrawn
slabonqa,University of Utah,withdrawn
khickenbottomcn,Clarkson University,waitlisted
agrzeszczykfw,Providence College,denied
lpretswelldz,Siena College,withdrawn
hbrittonerbv,Salve Regina University,withdrawn
mshellard5j,The College of St Scholastica,waitlisted
bclearyeo,Gordon College,accepted
grigtsc1,Drexel University,pending
wscoughq1,Mercer University,denied
gpagettkg,Manhattan College,waitlisted
csitlintonlt,Barnard College,deferred
alivettpu,John Carroll University,deferred
hedes1j,DePauw University,denied
ccreminge,Gettysburg College,deferred
ncasterotbe,Colgate University,withdrawn
lallot3,Barnard College,accepted
kantognonibr,The College of Wooster,deferred
rfenbyg6,North Park University,denied
snys9c,Rice University,denied
lbagem,The College of Wooster,waitlisted
aferebeeen,DePauw University,waitlisted
agoshawke0,Franklin & Marshall College,deferred
rgeater91,Kalamazoo College,waitlisted
evellden69,St Bonaventure University,accepted
blevet8j,Wagner College,denied
bharfoot82,SUNY College of Environmental Science and Forestry,denied
jboddyld,Williams College,deferred
cbrigdalegt,Texas Christian University,denied
kantognonibr,Lawrence Technological University,deferred
gpayley6q,Manhattan College,pending
zlattinqd,Eastern Illinois University,withdrawn
dpitceathlygu,Salve Regina University,pending
efennerbn,Texas Christian University,withdrawn
mjouannye4,Merrimack College,accepted
jvarney4n,Iona College,deferred
febblesk4,Barnard College,waitlisted
rhamlyg9,New York University,accepted
bscrivener5w,Roger Williams University,withdrawn
febblesk4,University of Richmond,pending
onorval96,Carnegie Mellon University,pending
llahertyd6,"University of California, Santa Cruz",withdrawn
ffrance86,Florida Gulf Coast University,withdrawn
kkolyaginmk,Florida Gulf Coast University,withdrawn
ggrissett4c,Texas Tech University,accepted
dcanape80,Missouri University of Science and Technology,withdrawn
rmidfordof,Merrimack College,waitlisted
acornew1h,University of Montana,pending
zlattinqd,Clarkson University,denied
jalessandrinias,Stony Brook University,waitlisted
sspringhampz,Rider University,withdrawn
apachecojl,New Jersey Institute of Technology,accepted
hhamleni1,Manhattan College,withdrawn
cwardhawn0,Rider University,waitlisted
jvankovl1,Massachusetts Institute of Technology,waitlisted
dyessonfr,Fordham University,waitlisted
cplastown2,Gordon College,denied
aowensony,University of San Diego,withdrawn
lavramowmn,"University of Nevada, Reno",pending
abesseq,Stevenson University,pending
jschneidar3z,University of Arkansas,withdrawn
mcarlettil0,University of Arizona,waitlisted
alindroi5,Texas Tech University,denied
nbrosekefv,University of Arizona,pending
hslaghtga,University of Central Florida,denied
rackensonkn,Hope College,accepted
pvaneedene7,University of Kentucky,denied
mswanjr,Stony Brook University,withdrawn
dfollet51,New York University,deferred
nmeir8a,Iona College,accepted
smcnamee4k,Gordon College,pending
cbruinemanoy,Westmont College,pending
ccroyserio,Clarkson University,pending
gconiamce,University of Massachusetts Amherst,withdrawn
rbertouloumepl,Wagner College,pending
eclynmanov,University of Arizona,accepted
seaggerjn,Colorado College,waitlisted
ncasterotbe,Hendrix College,deferred
dmitchleyow,Indiana University Bloomington,withdrawn
nmeir8a,Smith College,pending
arembrandtnd,Texas Tech University,accepted
slongwoodbg,William Jewell College,waitlisted
lfoadgs,University of Houston,accepted
vpayntonbi,Temple University,deferred
jbradmoreqn,University of Kentucky,denied
smarriagedx,University of Massachusetts Amherst,accepted
atottieq7,Mount Holyoke College,denied
cpierson4q,Gettysburg College,waitlisted
dabsonj9,Northwestern University,deferred
jbaggedq,Manhattan College,waitlisted
adesportkm,"California State University, East Bay",denied
gscarffox,Wagner College,denied
pbiscop2,New Jersey Institute of Technology,denied
vjilesqg,University of Massachusetts Amherst,deferred
