userid,college,status
hslaghtga,Clarkson University,deferred
rambroix7m,Iona College,withdrawn
bclearyeo,Utah State University,denied
gcorbin8t,Vassar College,accepted
grichardonql,Carnegie Mellon University,waitlisted
kprickett6t,Wagner College,waitlisted
dhaconbq,University of Houston,denied
bheinschke67,Mercer University,pending
cmacbane6,The College of St Scholastica,deferred
dyessonfr,Reed College,deferred
mtremlettad,Indiana University Bloomington,denied
lwatmoughf8,Florida Gulf Coast University,waitlisted
ktrineman9q,Hope College,pending
pphython1e,Temple University,deferred
abasscf,Massachusetts Institute of Technology,waitlisted
aioselev7n,Mount Holyoke College,deferred
kkinavana4,Barnard College,pending
afranktonb3,Idaho State University,pending
kpenhallcx,Northwestern University,waitlisted
acarnowm6,Nova Southeastern University,pending
cmacbane6,Colorado College,deferred
asotworthpe,"University of Nevada, Reno",withdrawn
bdomenyhm,New Jersey Institute of Technology,accepted
bhastygo,University of Delaware,accepted
loganc8,Suffolk University,pending
kharlockmp,American University,pending
cprisen4,Rider University,accepted
dboulsherc2,Roger Williams University,denied
tjeaffresonmc,Colorado College,waitlisted
ttanseyd,Westmont College,withdrawn
mtozerdt,University of San Diego,denied
mmulberry6m,Gordon College,withdrawn
bmetterickfg,New York University,pending
dbloxamqp,Reed College,pending
onorval96,University of Maine,pending
ttoppes37,Campbell University,deferred
rtombleson4l,"University of California, Davis",waitlisted
msherbourne10,Reed College,withdrawn
sshawag,Iona College,deferred
jromeo6y,DePauw University,denied
rmincini5a,The College of Wooster,waitlisted
mritmeier88,University of Utah,waitlisted
bkoppked1,Kalamazoo College,waitlisted
vmilillori,University of Hartford,deferred
rnelane7c,"California State University, Monterey Bay",withdrawn
eduddypk,Vassar College,pending
rlarkworthyo6,Texas Christian University,denied
llimmingne,University of Utah,accepted
dmitchleyow,Centre College,accepted
lfoadgs,William Jewell College,denied
gcogarpj,Gannon University,pending
elaurentygk,"California State University, East Bay",accepted
cholbykx,Rochester Institute of Technology,pending
mpaleyou,Siena College,denied
ttanslie7s,Indiana University Bloomington,deferred
cplastown2,University of Arizona,waitlisted
hteschecy,Northwestern University,deferred
bkyte8f,"University of California, Santa Cruz",deferred
fprobettsac,Providence College,waitlisted
vdelph9n,DePaul University,accepted
jbernakiewiczcs,University of Utah,pending
shappsm0,Centre College,accepted
edavydychev92,Hendrix College,accepted
rlarkworthyo6,University of Maine,waitlisted
kbulledkz,Stevenson University,deferred
knurse21,Centre College,denied
dhuncootmx,Temple University,withdrawn
cseaversia,DePaul University,denied
eclynmanov,Washington & Jefferson College,withdrawn
kcorkerch,Mount Holyoke College,denied
cpidgeleyq3,St Bonaventure University,waitlisted
gseedsb0,John Carroll University,accepted
cmackeeg2l,"University of Nevada, Las Vegas",waitlisted
tcottieoc,Rice University,accepted
cgoaksoh,University of Montana,waitlisted
fprobettsac,University of Arizona,withdrawn
cmackeeg2l,Transylvania University,withdrawn
ksimonettoaw,Westmont College,accepted
tlacasepm,Texas Christian University,denied
awaddamsl7,Gordon College,deferred
ncasterotbe,Mississippi State University,deferred
eivanikov2q,Barnard College,accepted
rabdeya7,Rider University,denied
ncaldwallc4,University of Alabama at Birmingham,accepted
ftrott27,"University of Nevada, Las Vegas",accepted
dfollet51,Centre College,withdrawn
bnesterovil,Rider University,waitlisted
lmcpike44,University of Hartford,accepted
etilfordik,"California State University, East Bay",withdrawn
kbraddick5p,Utah State University,pending
gdaglishpo,Nova Southeastern University,pending
ejosephsenpg,Central Connecticut State University,deferred
jvankovl1,Drexel University,withdrawn
mduvalqv,Stevenson University,deferred
tattwaterqq,Salve Regina University,accepted
flightbourn70,Moravian College,accepted
ogillamoa,Kennesaw State University,withdrawn
pmace5h,Centre College,waitlisted
lharriskinek1,Siena College,withdrawn
hgoodramlu,Suffolk University,withdrawn
msweedlandd7,Rider University,accepted
jreadbl,University of Houston,accepted
awoodalld0,Utah State University,withdrawn
lmckernonrq,Salve Regina University,withdrawn
slapsley2a,Siena College,denied
bfairbournbm,Berry College,deferred
cbroxholmej1,University of Kentucky,denied
cneesonki,North Park University,withdrawn
afranzonellopy,Williams College,denied
mtubblenk,Suffolk University,deferred
arembrandtnd,"University of Nevada, Reno",denied
rchevolleau43,Temple University,accepted
jbradmoreqn,University of Delaware,denied
sgermanij,"University of Nevada, Las Vegas",denied
naldiecr,Texas Tech University,denied
scockeroi,Roger Williams University,withdrawn
estorer6j,Princeton University,accepted
qpowdrilllk,Missouri University of Science and Technology,waitlisted
ldraceyav,Rider University,waitlisted
wtitmuss2w,School of the Art Institute of Chicago,denied
dstuddqr,DePaul University,accepted
wchamah,Indiana University Bloomington,deferred
ckorthu,"California State University, Monterey Bay",denied
ohrinchishine6,Princeton University,deferred
bdomenyhm,Williams College,accepted
mnucator2x,Drexel University,withdrawn
slacy9w,Gordon College,pending
dcanape80,Berry College,pending
dvockings4d,Colgate University,denied
lmckernonrq,Hendrix College,accepted
mvint7y,University of Massachusetts Amherst,accepted
lmckernonrq,Fordham University,deferred
bofahertyo7,Mississippi State University,accepted
kiglesiagr,Eastern Washington University,denied
mwatmanqz,Reed College,waitlisted
llindholm4g,Hope College,deferred
mmulberry6m,Eastern Washington University,waitlisted
mlaweycd,Princeton University,pending
jboddyld,Gordon College,pending
hedes1j,Moravian College,waitlisted
sgoodlife7,University of Houston,pending
astorrockbc,Manhattan College,denied
kurienim,New York University,deferred
kaveriesai,Eastern Washington University,deferred
tfantiniay,Clarkson University,deferred
mprimett25,Northwestern University,accepted
rbernadebh,Berry College,denied
rarnor7,Merrimack College,deferred
vdaughtreyph,Merrimack College,denied
ldrableex,Temple University,denied
bhastygo,University of Massachusetts Amherst,pending
bpedrielli6n,University of Alabama at Birmingham,deferred
mmcgaughayck,Centre College,withdrawn
qpowdrilllk,University of Arkansas,deferred
bmetterickfg,University of Delaware,denied
tnewcomelp,Mercer University,waitlisted
kprickett6t,Reed College,deferred
kcotter2z,Providence College,pending
cmalans,Kalamazoo College,pending
sgermanij,Kalamazoo College,accepted
agoldup9r,"University of Nevada, Reno",deferred
gbenyanq6,Kalamazoo College,accepted
gpayley6q,New York University,withdrawn
kbraddick5p,Samford University,accepted
fwalford5r,"University of Nevada, Reno",denied
agoshawke0,Fordham University,deferred
cmackeeg2l,Illinois College,denied
mmcasgillpn,Washington & Jefferson College,withdrawn
adingle57,University of Hartford,deferred
jchoatrm,Smith College,accepted
mschechter6b,School of the Art Institute of Chicago,denied
asellmanjt,Vassar College,withdrawn
pbardillfu,Roger Williams University,accepted
jalessandrinias,"University of California, Santa Cruz",deferred
bshowers4,Berry College,pending
sbanaszczyk2h,SUNY College of Environmental Science and Forestry,pending
jdesbrowlb,North Park University,denied
kfreakj4,"University of California, Santa Cruz",accepted
smuncaster58,University of San Diego,deferred
flomiscz,Hendrix College,denied
dshrawley72,Merrimack College,waitlisted
ogillamoa,Smith College,waitlisted
ggrissett4c,University of Central Florida,deferred
ggaler8y,DePauw University,waitlisted
glunamfk,William Jewell College,waitlisted
abasscf,University of Illinois at Chicago,accepted
rbertouloumepl,"University of Nevada, Las Vegas",deferred
jreadbl,Reed College,denied
mlateyrj,"California State University, East Bay",pending
bseppeyg8,The College of St Scholastica,deferred
trettiema,New York University,withdrawn
bmurgatroydmv,San Diego State University,withdrawn
ldrableex,Massachusetts Institute of Technology,deferred
febblesk4,Gettysburg College,accepted
akitleek8,St Bonaventure University,pending
gfrottonih,Smith College,denied
abesseq,Utah State University,denied
jpattenep,Gannon University,accepted
kbraddick5p,Suffolk University,denied
anittom9,Williams College,accepted
rgheerhaertju,Merrimack College,waitlisted
slacy9w,Suffolk University,accepted
dfollet51,University of San Diego,deferred
breeve4j,Princeton University,pending
cmalans,Massachusetts Institute of Technology,accepted
lbagem,"University of California, Santa Barbara",accepted
rtebbe8w,Gannon University,pending
jchoatrm,Washington & Jefferson College,deferred
knurse21,Eastern Illinois University,denied
jvankovl1,Texas Tech University,deferred
kredhollsb2,University of San Diego,accepted
dgirkin52,"University of Nevada, Reno",withdrawn
nbasdenez,Mississippi State University,withdrawn
agarno3,University of Delaware,waitlisted
jandreacciohs,Rider University,accepted
mnucator2x,Kalamazoo College,waitlisted
awaddamsl7,Reed College,pending
bocheltree36,Washington & Jefferson College,pending
afader95,"California State University, Fresno",accepted
edavydychev92,San Diego State University,withdrawn
etrunbyf,Salve Regina University,waitlisted
aharrismithra,Mount Holyoke College,withdrawn
spenk2e,Central Connecticut State University,waitlisted
agoldup9r,John Carroll University,waitlisted
tcottieoc,Colgate University,pending
cgoaksoh,Drake University,waitlisted
khickenbottomcn,Texas Christian University,withdrawn
gritchmannb,Florida Gulf Coast University,pending
cdinwoodiee3,DePauw University,pending
ncervantespv,Texas Christian University,denied
aheggielf,Vassar College,waitlisted
dwyard6z,Lawrence Technological University,withdrawn
mgrebnerpp,"California State University, Monterey Bay",deferred
ncasterotbe,Stony Brook University,withdrawn
fpllucc,University of Illinois at Chicago,deferred
apachecojl,Transylvania University,withdrawn
cholbykx,Transylvania University,deferred
akeirn,Wagner College,withdrawn
cbulleyfd,Rice University,denied
jorgen5s,John Carroll University,pending
bmurgatroydmv,Indiana University Bloomington,accepted
lmcpike44,University of Delaware,denied
mwinsper14,"California State University, Fresno",pending
sdifranceshci3r,University of Arizona,accepted
wdestoopo1,Barnard College,waitlisted
kpenhallcx,Lawrence Technological University,pending
msharpousee,Kennesaw State University,pending
cbellinooo,Rider University,accepted
bamayaeb,Texas Tech University,waitlisted
priep19,Reed College,accepted
gsidebothamcp,University of Massachusetts Amherst,denied
kglanz6u,Indiana University Bloomington,waitlisted
afranktonb3,North Park University,pending
mnormavilleos,Manhattan College,withdrawn
jthainj,"California State University, Fresno",accepted
tbrandinqt,"University of Nevada, Reno",denied
jthainj,University of San Diego,pending
seaggerjn,University of Arkansas,pending
fpielgl,University of Delaware,waitlisted
atunnicliffehc,Franklin & Marshall College,waitlisted
mvint7y,SUNY College of Environmental Science and Forestry,withdrawn
jpalphreymanfo,Wagner College,deferred
rfarryanl6,University of San Diego,pending
fwestbrook5l,Texas Tech University,denied
lfateley48,"California State University, Fresno",pending
bantonowicz85,The College of St Scholastica,accepted
alindroi5,Rochester Institute of Technology,withdrawn
gralton9,Drexel University,pending
rmidfordof,Centre College,pending
ttanseyd,Providence College,accepted
cfennelowb,"University of California, Santa Barbara",waitlisted
hhillbornef9,University of Utah,deferred
bparrishlq,New York University,denied
mpaleyou,University of Arizona,accepted
asellmanjt,DePaul University,pending
htelegamd,William Jewell College,waitlisted
jdelacosteg4,Gettysburg College,waitlisted
hslaghtga,Central Connecticut State University,waitlisted
slabastida1,University of Montana,waitlisted
uoxfordei,American University,waitlisted
ejosephsenpg,University of Montana,pending
gritchmannb,University of Arizona,accepted
hwakeford40,Centre College,pending
arembrandtnd,University of Arizona,withdrawn
pduns5y,University of San Diego,denied
ebirks89,"California State University, Fresno",waitlisted
amottershaw7f,Eastern Illinois University,withdrawn
doxmw,Gannon University,pending
asotworthpe,Rider University,deferred
