userid,college,status
lcarlesso1g,University of Houston,deferred
elaurentygk,Vassar College,denied
dsparyp1,Mississippi State University,withdrawn
kseagrove9x,Rochester Institute of Technology,withdrawn
hpattesall2i,Merrimack College,withdrawn
cgerbjs,Reed College,waitlisted
cjermyc0,Rider University,deferred
ireisen4p,Saint Louis University,waitlisted
bborless9m,Gettysburg College,pending
csonghurstds,University of Arkansas,withdrawn
gscarffox,Centre College,pending
fibberson79,Moravian College,accepted
trettiema,Kalamazoo College,accepted
gjentinjy,University of Maine,deferred
kmaryanap,DePaul University,pending
hrosinabd,Drexel University,withdrawn
gmedewaylx,Missouri University of Science and Technology,withdrawn
dsparyp1,Saint Louis University,deferred
jyelding2n,John Carroll University,waitlisted
bpedrielli6n,Kennesaw State University,denied
eantwisrf,Vassar College,denied
grhydderchjc,Lawrence Technological University,denied
hhamleni1,North Park University,deferred
jstocks1c,Rice University,pending
jcolquyte49,Temple University,accepted
labbetshh,Rochester Institute of Technology,denied
rsheilds56,DePauw University,withdrawn
bclandillon9s,University of Alabama at Birmingham,accepted
ejosephsenpg,Roger Williams University,denied
lmaidendg,Princeton University,accepted
hmarczykek,Washington & Jefferson College,withdrawn
jkarpfr4,DePaul University,deferred
btarpeyqu,University of San Diego,waitlisted
bhastygo,Transylvania University,withdrawn
mnansom5v,St Bonaventure University,deferred
aspitaronu,University of Alabama,accepted
hslaghtga,"University of Nevada, Reno",withdrawn
fmolenhg,University of Illinois at Chicago,accepted
vmilillori,Mississippi State University,denied
bgrayerjj,Idaho State University,pending
ajaquiss6a,"California State University, Fresno",pending
alindroi5,Lawrence Technological University,withdrawn
aioselev7n,Hope College,pending
ireisen4p,John Carroll University,waitlisted
kharlockmp,North Park University,pending
mshellard5j,Suffolk University,denied
acarpenter8n,University of Montana,accepted
smuncaster58,John Carroll University,withdrawn
cmalans,Illinois College,withdrawn
vdelph9n,Williams College,withdrawn
ltymcg,American University,denied
bsabate66,Iona College,waitlisted
sduffreea6,Transylvania University,deferred
vrolin71,Franklin & Marshall College,accepted
lhollowsd2,Texas Christian University,denied
oskoyleshk,Colgate University,waitlisted
apicardam,University of Houston,accepted
pcatterallpx,St Bonaventure University,accepted
dstuddqr,University of Delaware,accepted
bbute3u,University of Central Florida,denied
llimmingne,Suffolk University,deferred
rbertouloumepl,University of Massachusetts Amherst,waitlisted
asollarsea,Nova Southeastern University,pending
cplastown2,University of Illinois at Chicago,denied
kphilliskirkrl,Indiana University Bloomington,waitlisted
cdymottak,Rochester Institute of Technology,accepted
karnel,Roger Williams University,accepted
mviney77,San Diego State University,withdrawn
kveljesg0,Eastern Illinois University,waitlisted
dhuncootmx,Centre College,deferred
tbarsama1,"California State University, Fresno",waitlisted
olabdon2k,Eastern Illinois University,deferred
slabonqa,William Jewell College,pending
rbernadebh,Kalamazoo College,pending
pchevolleau5m,Williams College,accepted
zdissr6,New Jersey Institute of Technology,pending
gralton9,Mississippi State University,denied
rbernadebh,Barnard College,waitlisted
ebilesd3,Westmont College,pending
esellerkh,University of Montana,deferred
gohagan9b,Reed College,pending
phayzerfa,Texas Tech University,denied
grichardonql,Illinois College,waitlisted
vcovottikp,Illinois College,deferred
rlindophd,Franklin & Marshall College,denied
roscandallco,Eastern Washington University,waitlisted
efennerbn,"University of California, Santa Cruz",deferred
bjanssonn1,American University,withdrawn
cgodlipnz,Lawrence Technological University,withdrawn
cdymottak,Drexel University,withdrawn
pduns5y,University of Alabama,pending
dgirkin52,Vassar College,deferred
gfrottonih,Indiana University Bloomington,accepted
cprescotha,"University of California, Santa Cruz",deferred
gavesq8,Suffolk University,denied
jchoatrm,"University of Nevada, Las Vegas",deferred
tornilsls,Clarkson University,pending
ggaler8y,University of Arkansas,waitlisted
gsidebothamcp,Washington & Jefferson College,waitlisted
acutressix,Suffolk University,deferred
bocheltree36,William Jewell College,withdrawn
rgheerhaertju,Transylvania University,withdrawn
rbrydonj6,Saint Louis University,deferred
jpattenep,St Bonaventure University,deferred
fibberson79,Washington & Jefferson College,accepted
oskoyleshk,Westmont College,denied
dtunnacliffenc,"California State University, Monterey Bay",accepted
mcawkwellmj,Carnegie Mellon University,deferred
hwoodwingp5,University of Maine,withdrawn
dmattevill,Samford University,accepted
cmunceybb,Suffolk University,waitlisted
cthelwllj3,Nova Southeastern University,withdrawn
gfigliovannil3,Colgate University,pending
mnansom5v,University of Arkansas,pending
cwardhawn0,Smith College,accepted
aglanert4s,San Diego State University,waitlisted
lkeverenv,Rochester Institute of Technology,pending
sscolefc,Illinois College,deferred
gfrottonih,Texas Christian University,denied
akleinlererrh,Missouri University of Science and Technology,deferred
sdifranceshci3r,Gettysburg College,waitlisted
fwalford5r,University of Delaware,pending
llazer76,Iona College,denied
dgirkin52,North Park University,withdrawn
bzimmeri4,Temple University,deferred
fhanscomeqc,New York University,accepted
fdulinty4e,Merrimack College,waitlisted
ageffcock2t,Rochester Institute of Technology,deferred
bfreddirk,Wagner College,withdrawn
rnelane7c,University of Hartford,denied
gmedewaylx,Massachusetts Institute of Technology,waitlisted
awaddamsl7,Clarkson University,accepted
rdyh5,Barnard College,deferred
tswannie1o,University of Maine,denied
mdorrancemq,Transylvania University,deferred
kdovydenasqf,University of Maine,deferred
dgladdis3w,Westmont College,waitlisted
ltrippiy,Mercer University,denied
dyessonfr,Kalamazoo College,accepted
jyelding2n,Suffolk University,denied
pwathankb,Idaho State University,accepted
bludlow2o,Campbell University,waitlisted
lwaterstonefj,William Jewell College,deferred
agoldsec,"University of Nevada, Las Vegas",waitlisted
zroelofsenkd,Mount Holyoke College,withdrawn
vrolin71,Transylvania University,waitlisted
kbresnergz,University of Central Florida,pending
mcarlettil0,John Carroll University,withdrawn
jbradmoreqn,St Bonaventure University,denied
dtunnacliffenc,Kennesaw State University,denied
goldcoteew,New Jersey Institute of Technology,accepted
lsealy5f,Franklin & Marshall College,withdrawn
loreilly2m,Kalamazoo College,withdrawn
dduffreekr,"California State University, Monterey Bay",deferred
tgonsaloif,University of Houston,denied
efarraway8x,Drexel University,accepted
lstandidgeem,Colorado College,withdrawn
hrosinabd,University of Alabama at Birmingham,accepted
rambroix7m,Temple University,withdrawn
pduns5y,Transylvania University,denied
mhammerberger2,Stevenson University,accepted
gkeggins9g,Eastern Washington University,deferred
tbrandinqt,Manhattan College,waitlisted
dsparyp1,University of Alabama at Birmingham,withdrawn
jbradmoreqn,Providence College,waitlisted
qpowdrilllk,Campbell University,accepted
urissom5i,Rider University,waitlisted
dshrawley72,University of Hartford,pending
bgunderson47,University of San Diego,accepted
lenzley31,Transylvania University,deferred
wbrownsallbj,Drake University,withdrawn
bantonowicz85,Lawrence Technological University,denied
kphilliskirkrl,Moravian College,withdrawn
gmedewaylx,Reed College,accepted
fpirouet9j,Temple University,waitlisted
rdyh5,School of the Art Institute of Chicago,deferred
rstablespr,"California State University, Monterey Bay",deferred
ksimonettoaw,Nova Southeastern University,withdrawn
imarchington8u,Gannon University,deferred
jpalphreymanfo,University of Illinois at Chicago,withdrawn
emacgorleyhw,Lawrence Technological University,waitlisted
cneighbour1u,Manhattan College,denied
flomiscz,Iona College,withdrawn
gdanaharh4,Berry College,denied
rgheerhaertju,Manhattan College,pending
iwaytew,Northwestern University,waitlisted
lsutherelt,Kalamazoo College,denied
asotworthpe,North Park University,waitlisted
pduns5y,Roger Williams University,denied
nelstuba,Texas Christian University,denied
bclandillon9s,"California State University, Monterey Bay",deferred
kstorey99,University of Arkansas,accepted
sbanaszczyk2h,University of Massachusetts Amherst,deferred
abesseq,University of Richmond,denied
dnuschke8g,"California State University, East Bay",deferred
wstallworthy15,St Bonaventure University,withdrawn
gcroncheyie,"University of Nevada, Las Vegas",accepted
sgoodlife7,Hendrix College,accepted
jvankovl1,Lawrence Technological University,waitlisted
bneubiginfb,University of Illinois at Chicago,waitlisted
ldrysdellhl,Vassar College,waitlisted
lsealy5f,Kennesaw State University,denied
sdeenyin,Hendrix College,withdrawn
nbasdenez,Saint Louis University,accepted
ewaller2d,Illinois College,withdrawn
hedes1j,"University of Nevada, Las Vegas",accepted
priep19,University of Illinois at Chicago,pending
hdenisyevle,Salve Regina University,pending
gdanaharh4,Samford University,denied
thefferank,University of Hartford,waitlisted
cmosconkq,Westmont College,withdrawn
rpoldingeh,University of Alabama at Birmingham,denied
tbreakwellh6,University of Arkansas,withdrawn
gritchmannb,Fordham University,waitlisted
rloftinf1,University of Illinois at Chicago,waitlisted
lpretswelldz,Stony Brook University,accepted
bamayaeb,University of Maine,deferred
lbagem,Texas Christian University,pending
efennerbn,St Bonaventure University,deferred
fingley5x,Manhattan College,withdrawn
jkarpfr4,Central Connecticut State University,deferred
gohagan9b,University of Kentucky,withdrawn
khickenbottomcn,The College of St Scholastica,pending
bamayaeb,Florida Gulf Coast University,pending
mlorneff,Kalamazoo College,denied
rgheerhaertju,Campbell University,deferred
hhillbornef9,Massachusetts Institute of Technology,pending
mplumbca,The College of St Scholastica,waitlisted
gkeeltagh5q,University of Montana,deferred
rclericoates2r,Merrimack College,accepted
rgreatexoj,Iona College,withdrawn
lower9a,John Carroll University,denied
khickenbottomcn,Rider University,pending
vjilesqg,University of Central Florida,deferred
cprisen4,Colorado College,pending
khickenbottomcn,University of Maine,withdrawn
ciashviliky,Colorado College,denied
cbrigdalegt,University of Delaware,withdrawn
pvanderbaaren4b,"California State University, Fresno",denied
bludlow2o,Texas Tech University,pending
bseilmannda,University of Illinois at Chicago,accepted
htierney7u,University of Richmond,waitlisted
adarkec5,University of Utah,withdrawn
gfigliovannil3,Reed College,withdrawn
dduddyg5,Campbell University,waitlisted
rpoldingeh,Samford University,withdrawn
qrucklidgecl,Wagner College,deferred
hmarczykek,"California State University, Fresno",deferred
cbellinooo,University of Richmond,deferred
lharbertsonn7,William Jewell College,waitlisted
emaccookk0,Carnegie Mellon University,waitlisted
dhuncootmx,Mississippi State University,deferred
gbenyanq6,Barnard College,waitlisted
jdurram61,New York University,deferred
pphython1e,Washington & Jefferson College,denied
bhastygo,Central Connecticut State University,denied
dfrancesch2s,"University of California, Santa Cruz",pending
cisaacsondc,Iona College,deferred
flummasana3i,Williams College,deferred
mmaccaughen1z,Merrimack College,withdrawn
mcoolingdu,DePauw University,deferred
vcasassai8,New Jersey Institute of Technology,accepted
jtippettsi,Texas Christian University,waitlisted
pridding3n,Gettysburg College,waitlisted
bkoppked1,Suffolk University,denied
bgoschalkhn,Vassar College,waitlisted
kmcalpin4x,"California State University, Fresno",waitlisted
nmish7p,New York University,deferred
gtreharnek2,University of Arizona,withdrawn
kdovydenasqf,SUNY College of Environmental Science and Forestry,withdrawn
graith3p,Florida Gulf Coast University,deferred
acutressix,Mississippi State University,waitlisted
vashbrookb5,The College of St Scholastica,denied
wchamah,Berry College,waitlisted
cfeatherbieks,Indiana University Bloomington,accepted
alowndsbroughfi,University of Alabama at Birmingham,accepted
mriddalldf,Colorado College,denied
asantelloiq,New York University,denied
tmarrablee,Stevenson University,waitlisted
kglanz6u,Idaho State University,accepted
pjester,Salve Regina University,withdrawn
sbeinbz,University of Alabama at Birmingham,deferred
