userid,college,status
mdoiley1m,University of Arizona,withdrawn
mviney77,Massachusetts Institute of Technology,accepted
vhubbinsmh,Rochester Institute of Technology,deferred
jstobartq2,Centre College,deferred
ttanslie7s,New York University,accepted
hbrittonerbv,DePauw University,waitlisted
soreaganku,St Bonaventure University,withdrawn
jcolquyte49,Manhattan College,withdrawn
kdovydenasqf,University of San Diego,accepted
ereed9f,Kalamazoo College,accepted
msharpousee,Moravian College,accepted
bpinnion5u,University of Utah,withdrawn
vrolin71,San Diego State University,pending
jromeo6y,Missouri University of Science and Technology,waitlisted
jbuttruml2,San Diego State University,accepted
lkrelle5n,Stony Brook University,denied
llowth7l,Smith College,accepted
grayerax,John Carroll University,waitlisted
gfrottonih,Massachusetts Institute of Technology,pending
htierney7u,Northwestern University,deferred
atetherf5,Missouri University of Science and Technology,denied
cgiddy3j,Moravian College,deferred
lfateley48,St Bonaventure University,deferred
rhamlyg9,Mississippi State University,waitlisted
ghabble1f,Drake University,pending
bocheltree36,Hendrix College,pending
cmackeeg2l,Drake University,waitlisted
wdestoopo1,Vassar College,accepted
bsibbeg7,"California State University, Fresno",waitlisted
varrelldh,Gettysburg College,accepted
cguidotti1y,Missouri University of Science and Technology,accepted
wstallworthy15,Williams College,accepted
gdanaharh4,Gordon College,denied
bphayre2g,Samford University,deferred
esellerkh,Utah State University,pending
mmisklm,University of Delaware,waitlisted
kredhollsb2,Mount Holyoke College,withdrawn
tbartleetkc,"University of California, Santa Cruz",waitlisted
mcawkwellmj,Illinois College,pending
tgrissbu,"University of California, Santa Cruz",deferred
igeockleqw,Utah State University,accepted
ttanseyd,Utah State University,pending
lfateley48,Iona College,pending
breeve4j,Texas Tech University,denied
beplategj,Utah State University,pending
rcalvieh8,Drake University,waitlisted
cleall7h,"California State University, Fresno",deferred
aferebeeen,University of Arizona,waitlisted
wfoort8e,St Bonaventure University,deferred
mknevetpb,Saint Louis University,waitlisted
istenner1s,The College of Wooster,waitlisted
llefeuvreq5,New Jersey Institute of Technology,withdrawn
asotworthpe,Centre College,withdrawn
jgasonkj,Merrimack College,deferred
ftomlinson2f,Missouri University of Science and Technology,accepted
bocheltree36,Central Connecticut State University,withdrawn
rboothroyd39,University of Alabama,pending
smuncaster58,University of Delaware,pending
vpayntonbi,"University of California, Santa Barbara",denied
efarraway8x,William Jewell College,waitlisted
bseppeyg8,San Diego State University,deferred
tkiefer6c,DePaul University,denied
mcarlettil0,Texas Christian University,pending
gsidebothamcp,Siena College,waitlisted
kmclaneqx,Fordham University,pending
sstatter7k,Drexel University,deferred
tgrissbu,Gettysburg College,deferred
jthainj,University of Kentucky,accepted
flightbourn70,School of the Art Institute of Chicago,withdrawn
mshellard5j,Carnegie Mellon University,accepted
cbeernt9h,Kennesaw State University,deferred
gbrocktonid,University of Central Florida,waitlisted
pvanderbaaren4b,San Diego State University,waitlisted
ralennikov2j,Drake University,withdrawn
chollingdalen8,The College of Wooster,withdrawn
piveagh3m,Illinois College,deferred
avanderbaaren3x,Mercer University,accepted
acarnowm6,University of San Diego,deferred
lstandidgeem,Kalamazoo College,accepted
slapsley2a,St Bonaventure University,denied
pindgsjh,Smith College,deferred
marrbt,San Diego State University,pending
avanderbaaren3x,Centre College,pending
pmedfordpf,Barnard College,denied
jsarjent6v,University of Utah,waitlisted
bcanbyaq,Manhattan College,pending
aleonardi9e,Salve Regina University,pending
rdraijerd4,New Jersey Institute of Technology,denied
kurienim,Hendrix College,withdrawn
kcleareb6,Mount Holyoke College,deferred
sdeenyin,Central Connecticut State University,pending
tnewcomelp,The College of St Scholastica,accepted
ajaquiss6a,School of the Art Institute of Chicago,accepted
oroglierih,Eastern Illinois University,waitlisted
ghabble1f,Barnard College,accepted
bparrishlq,Iona College,waitlisted
oroglierih,Rider University,pending
rheake53,Mount Holyoke College,withdrawn
jdaymentgn,University of San Diego,pending
jbernakiewiczcs,Mercer University,withdrawn
cgiddy3j,Hendrix College,accepted
smuncaster58,Manhattan College,accepted
jtippettsi,Idaho State University,accepted
fwalford5r,Suffolk University,accepted
jpalphreymanfo,Texas Christian University,denied
jmacklambf,"California State University, Monterey Bay",deferred
jreadbl,Hope College,deferred
amaccallisternq,Fordham University,accepted
ahuriche4v,Clarkson University,denied
jdavleygi,"University of California, Davis",denied
kfreakj4,Smith College,waitlisted
mmaccaughen1z,University of Massachusetts Amherst,waitlisted
jgeelanfq,Campbell University,denied
pindgsjh,DePaul University,waitlisted
kbulledkz,"California State University, East Bay",withdrawn
lsutherelt,Berry College,pending
pchevolleau5m,University of Delaware,pending
ckorthu,University of Kentucky,waitlisted
mderuelom,Drake University,withdrawn
clembkeqb,University of Arizona,pending
fpolglazecm,Princeton University,accepted
kbresnergz,Temple University,waitlisted
mborkett6w,University of Arizona,pending
wbierton1t,University of Arkansas,pending
kbesson5z,Texas Tech University,waitlisted
vcovottikp,"California State University, Monterey Bay",waitlisted
hwoodwingp5,"University of Nevada, Reno",pending
hverzeyi7,Clarkson University,denied
inabarro1l,Colgate University,withdrawn
ljanjusevico8,Kalamazoo College,withdrawn
kstorey99,Kalamazoo College,withdrawn
mkeenleyside5e,Central Connecticut State University,withdrawn
pwathankb,Idaho State University,accepted
karnel,Gordon College,withdrawn
marrbt,University of Utah,deferred
eaviss2p,Roger Williams University,accepted
ogillamoa,University of Alabama at Birmingham,denied
hbrittonerbv,DePaul University,accepted
sdifranceshci3r,The College of St Scholastica,withdrawn
lcampor0,Colgate University,pending
pvaneedene7,Westmont College,pending
dcancellariolr,Salve Regina University,accepted
akitleek8,Smith College,accepted
jfilippozzidv,Campbell University,accepted
cfennelowb,Merrimack College,withdrawn
caymeri3,Kalamazoo College,pending
alambdonib,Hendrix College,pending
agoldsec,Florida Gulf Coast University,accepted
bkinnerleyr1,Centre College,deferred
lpretswelldz,Smith College,waitlisted
hivanin8l,Indiana University Bloomington,deferred
roscandallco,Wagner College,denied
cmarfe3a,"University of Nevada, Las Vegas",denied
aharrismithra,University of Illinois at Chicago,accepted
pvaneedene7,Roger Williams University,deferred
mmosco6e,Westmont College,withdrawn
itousey22,University of Utah,deferred
tkummerlowepw,Stony Brook University,accepted
tkleiser6p,Smith College,deferred
trettiema,"California State University, Monterey Bay",accepted
eivanikov2q,"University of Nevada, Las Vegas",accepted
rduggary98,Fordham University,withdrawn
bcanbyaq,University of Montana,waitlisted
tsandcrafti9,University of Massachusetts Amherst,accepted
tnewcomelp,Rice University,denied
hsmethurst93,Centre College,withdrawn
mknevetpb,Moravian College,denied
rbrowell4z,San Diego State University,waitlisted
kprickett6t,Stony Brook University,denied
wmetzing42,Eastern Illinois University,deferred
upetraccina,Texas Tech University,deferred
rcroney20,University of Massachusetts Amherst,deferred
bcrossgv,Mercer University,accepted
jtipler3k,"University of California, Santa Cruz",withdrawn
thefferank,Hendrix College,waitlisted
shappsm0,Colorado College,deferred
mjouannye4,University of Delaware,waitlisted
alivettpu,"University of Nevada, Las Vegas",withdrawn
aferebeeen,University of Kentucky,withdrawn
kveljesg0,University of Alabama at Birmingham,withdrawn
gbrocktonid,School of the Art Institute of Chicago,accepted
rstablespr,Gordon College,accepted
kgentilgx,Hope College,waitlisted
uoxfordei,"University of Nevada, Reno",pending
akeirn,Eastern Illinois University,waitlisted
trettiema,Drake University,waitlisted
rhamlyg9,Siena College,pending
atitchmarshdk,Mississippi State University,denied
tmurpheyhq,Central Connecticut State University,pending
bgunderson47,University of Kentucky,withdrawn
lmcilhatton9z,Hendrix College,pending
dgardinerng,John Carroll University,denied
mkenricka0,Suffolk University,pending
gdaglishpo,University of Massachusetts Amherst,withdrawn
kmclaneqx,University of Montana,pending
cpierson4q,Illinois College,deferred
tcottieoc,Barnard College,accepted
mcarlettil0,Washington & Jefferson College,withdrawn
lwaterstonefj,University of San Diego,accepted
abesseq,St Bonaventure University,deferred
fsachnoiw,Drexel University,denied
rfenbyg6,Barnard College,pending
tbartleetkc,Indiana University Bloomington,withdrawn
tbengalx,Princeton University,withdrawn
rtolhurst3q,"California State University, East Bay",withdrawn
dlaurencot8r,University of Richmond,denied
egaskarth9y,SUNY College of Environmental Science and Forestry,deferred
nkelloway9d,University of Houston,accepted
bswale7e,Mississippi State University,accepted
lharriskinek1,Mercer University,accepted
fwestbrook5l,Illinois College,accepted
bborless9m,University of Houston,denied
jbaggedq,University of San Diego,waitlisted
lmcilhatton9z,University of Utah,waitlisted
cschutte6f,Illinois College,deferred
eplowelldd,Gordon College,denied
gritchmannb,Franklin & Marshall College,withdrawn
kcookleygp,Campbell University,waitlisted
rhandscombedj,Washington & Jefferson College,withdrawn
sturley3y,Rider University,pending
dfollet51,DePauw University,denied
rdyh5,Rice University,withdrawn
eantwisrf,Wagner College,waitlisted
rlangrishg3,Hendrix College,waitlisted
mroseborougho4,University of Hartford,withdrawn
kcookleygp,Rochester Institute of Technology,waitlisted
gpagettkg,The College of St Scholastica,denied
rclemmey46,Massachusetts Institute of Technology,withdrawn
gjentinjy,Manhattan College,withdrawn
adepinnahb,Williams College,pending
sturley3y,University of Richmond,denied
smeadusg,Barnard College,deferred
mvossejb,The College of Wooster,waitlisted
csonghurstds,John Carroll University,pending
rlangrishg3,Gannon University,denied
edatono9,San Diego State University,accepted
rfarryanl6,Hendrix College,waitlisted
gseedsb0,"California State University, Fresno",deferred
smccuddennh,Hendrix College,deferred
abreedb4,Princeton University,deferred
smeadusg,"University of California, Santa Cruz",deferred
wgiabucci2v,Hendrix College,deferred
imarchington8u,DePaul University,withdrawn
dwyard6z,Campbell University,waitlisted
norteltgf,DePauw University,pending
wtrapp5o,Smith College,denied
eolensby4a,Illinois College,waitlisted
lsealy5f,Transylvania University,pending
pbiscop2,Temple University,denied
gconiamce,Kalamazoo College,accepted
rtolhurst3q,Iona College,denied
csidnell23,University of Hartford,deferred
kpetrichatlw,Providence College,pending
zroelofsenkd,Mount Holyoke College,withdrawn
lritson4f,"University of Nevada, Las Vegas",accepted
rbertouloumepl,University of Massachusetts Amherst,denied
cfewp4,Merrimack College,pending
naldiecr,Stony Brook University,pending
jcharlwoodao,Gettysburg College,pending
pfarensp0,Saint Louis University,denied
hcorbetfn,"California State University, Fresno",waitlisted
eivanikov2q,Williams College,withdrawn
chollingdalen8,Rider University,accepted
ctynewellmt,Colorado College,deferred
kmaryanap,Texas Christian University,withdrawn
gbenyanq6,"California State University, Fresno",accepted
ryeendby,Salve Regina University,waitlisted
mshellard5j,Texas Tech University,withdrawn
llugton5g,The College of St Scholastica,waitlisted
qpalfreyman9p,Stony Brook University,withdrawn
caymeri3,Kalamazoo College,withdrawn
cholbykx,"University of California, Santa Cruz",pending
jbuttruml2,"California State University, East Bay",pending
aemmattnw,Suffolk University,waitlisted
cfeatherbieks,"California State University, Monterey Bay",denied
hleggesnt,Wagner College,pending
roscandallco,Salve Regina University,accepted
rdyh5,Colgate University,denied
cwythillg2,Gannon University,waitlisted
fkeightley8h,"University of California, Davis",withdrawn
acornew1h,Utah State University,deferred
lfoadgs,"California State University, Fresno",accepted
